Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
Spain,ESP,1977,13.1,20.2,20.37,3.97,3.06,60.7,36667000,2225686900,January,January-1977
Spain,ESP,1978,13.22,20.72,22.87,3.82,3.46,64.09,37040000,2373893600,January,January-1978
Spain,ESP,1979,11.98,20.47,26.21,3.55,3.54,65.75,37387000,2458195250,January,January-1979
Spain,ESP,1980,11.42,20.58,31.1,4.83,2.45,70.38000000000001,37698000,2653185240.0000005,January,January-1980
Spain,ESP,1981,11.98,23.57,32.62,4.8,2.64,75.60999999999999,37972000,2871062919.9999995,January,January-1981
Spain,ESP,1982,11.86,22.67,36.38,5.04,2.54,78.49000000000001,38210000,2999102900.0000005,January,January-1982
Spain,ESP,1983,11.53,21.55,35.58,5.28,2.53,76.47,38413000,2937442110,January,January-1983
Spain,ESP,1984,11.55,21.02,37.63,5.37,2.49,78.06,38587000,3012101220,January,January-1984
Spain,ESP,1985,11.51,21.81,36.46,5.45,2.51,77.74000000000001,38734000,3011181160.0000005,January,January-1985
Spain,ESP,1986,12.17,20.49,38.21,5.54,2.55,78.96000000000001,38856000,3068069760.0000005,January,January-1986
Spain,ESP,1987,12.5,21.73,39.94,5.91,2.61,82.69,38954000,3221106260,January,January-1987
Spain,ESP,1988,12.46,22.83,45.75,5.84,2.73,89.61,39039000,3498284790,January,January-1988
Spain,ESP,1989,12.39,23.12,45.89,5.9,2.43,89.73000000000002,39119000,3510147870.0000005,January,January-1989
Spain,ESP,1990,13,23.37,47.89,6.46,2.52,93.24,39203000,3655287720,January,January-1990
Spain,ESP,1991,13.2,24.37,50.04,6.58,2.46,96.64999999999999,39299000,3798248349.9999995,January,January-1991
Spain,ESP,1992,13.47,23.96,50.4,6.4,2.71,96.94,39411000,3820502340,January,January-1992
Spain,ESP,1993,13.28,23.52,53.61,6.39,2.94,99.74,39534000,3943121160,January,January-1993
Spain,ESP,1994,13.71,24.49,52.52,6.48,3.06,100.26,39660000,3976311600,January,January-1994
Spain,ESP,1995,13.51,25.1,53.09,6.41,3.2,101.31,39787000,4030820970,January,January-1995
Spain,ESP,1996,13.66,24.17,55.43,6.02,3.62,102.89999999999999,39909000,4106636099.9999995,January,January-1996
Spain,ESP,1997,13.58,24.11,56.1,6.04,3.64,103.47,40035000,4142421450,January,January-1997
Spain,ESP,1998,15.17,27.87,63.69,6.16,3.9,116.78999999999999,40202000,4695191580,January,January-1998
Spain,ESP,1999,15.06,26.16,64.51,5.89,3.09,114.71000000000001,40454000,4640478340,January,January-1999
Spain,ESP,2000,14.81,25.46,63.76,6.07,3.15,113.25,40825000,4623431250,January,January-2000
Spain,ESP,2001,14.64,26.48,64.24,5.9,3.85,115.11,41319000,4756230090,January,January-2001
Spain,ESP,2002,15.44,30.67,63.9,5.85,3.75,119.60999999999999,41920000,5014051199.999999,January,January-2002
Spain,ESP,2003,15.17,30.33,63.6,5.84,3.45,118.39,42596000,5042940440,January,January-2003
Spain,ESP,2004,15.66,27.66,57.29,5.51,2.28,108.4,43308000,4694587200,January,January-2004
Spain,ESP,2005,15.6,28.09,56.76,5.39,2.22,108.05999999999999,44019000,4756693139.999999,January,January-2005
Spain,ESP,2006,15.28,27.2,57.6,4.91,2.2,107.19,44729000,4794501510,January,January-2006
Spain,ESP,2007,14.91,28.9,59.93,4.52,2.55,110.81,45429000,5033987490,January,January-2007
Spain,ESP,2008,14.72,27.19,54.62,3.48,2.48,102.49000000000001,46069000,4721611810,January,January-2008
Spain,ESP,2009,14.22,29.65,48.48,2.82,3.26,98.42999999999999,46584000,4585263120,January,January-2009
Spain,ESP,2010,13.68,27.74,49.38,2.78,3.06,96.64000000000001,46931000,4535411840.000001,January,January-2010
Spain,ESP,2011,13.03,29.64,48.32,2.72,2.05,95.76,47084000,4508763840,January,January-2011
Spain,ESP,2012,12.43,30.01,48.8,2.3,2.13,95.66999999999999,47063000,4502517209.999999,January,January-2012
Spain,ESP,2013,12.15,28.63,48.92,2.16,2.19,94.05,46931000,4413860550,January,January-2013
Spain,ESP,2014,12.26,28.91,49.28,2.36,1.73,94.54,46778000,4422392120,January,January-2014
Spain,ESP,2015,12.39,29.36,50.98,2.08,1.63,96.43999999999998,46672000,4501047679.999999,January,January-2015
Spain,ESP,2016,12.77,29.94,51.66,2.03,1.54,97.94000000000001,46634000,4567333960.000001,January,January-2016
Spain,ESP,2017,12.74,30.39,53.62,1.94,1.56,100.25,46647000,4676361750,January,January-2017
Turkey,TUR,1961,3.86,2.31,0.01,10.49,0.25,16.92,28147000,476247240.00000006,January,January-1961
Turkey,TUR,1962,4.13,2.27,0.01,9.79,0.25,16.45,28833000,474302850,January,January-1962
Turkey,TUR,1963,3.94,2.24,0.01,9.7,0.23,16.119999999999997,29531000,476039719.99999994,January,January-1963
Turkey,TUR,1964,3.62,2.23,0.01,9.28,0.22,15.36,30244000,464547840,January,January-1964
Turkey,TUR,1965,3.7,2.3,0.01,9.25,0.22,15.48,30973000,479462040,January,January-1965
Turkey,TUR,1966,3.86,2.29,0.02,9.43,0.21,15.81,31718000,501461580,January,January-1966
Turkey,TUR,1967,3.57,2.39,0.02,8.94,0.21,15.129999999999999,32478000,491392139.99999994,January,January-1967
Turkey,TUR,1968,3.68,2.58,0.02,8.73,0.2,15.209999999999999,33256000,505823759.99999994,January,January-1968
Turkey,TUR,1969,4.04,2.79,0.01,9.32,0.19,16.35,34055000,556799250,January,January-1969
Turkey,TUR,1970,3.86,3,0.01,9.28,0.18,16.33,34876000,569525080,January,January-1970
Turkey,TUR,1971,3.44,3.17,0.01,9.32,0.16,16.099999999999998,35721000,575108099.9999999,January,January-1971
Turkey,TUR,1972,2.93,3.51,0.01,9.06,0.09,15.6,36587000,570757200,January,January-1972
Turkey,TUR,1973,3.08,3.67,0.01,8.95,0.01,15.719999999999999,37472000,589059840,January,January-1973
Turkey,TUR,1974,3.66,4.08,0.01,9.04,0.06,16.849999999999998,38370000,646534499.9999999,January,January-1974
Turkey,TUR,1975,3.81,4.64,0.01,9.91,0.05,18.419999999999998,39277000,723482339.9999999,January,January-1975
Turkey,TUR,1976,3.23,4.84,0.01,9.51,0.04,17.63,40190000,708549700,January,January-1976
Turkey,TUR,1977,3.43,4.51,0.01,9.62,0.06,17.63,41108000,724734040,January,January-1977
Turkey,TUR,1978,2.74,4.93,0,9.71,0.04,17.42,42040000,732336800.0000001,January,January-1978
Turkey,TUR,1979,3.72,4.99,0,6.58,0.06,15.350000000000001,42994000,659957900.0000001,January,January-1979
Turkey,TUR,1980,3.21,5.69,0.01,6.52,0.05,15.48,43976000,680748480,January,January-1980
Turkey,TUR,1981,3.36,6.3,0,7.22,0.01,16.89,44988000,759847320,January,January-1981
Turkey,TUR,1982,3.4,6.32,0,6.77,0.01,16.500000000000004,46025000,759412500.0000001,January,January-1982
Turkey,TUR,1983,3.38,5.2,0.01,6.91,0.07,15.57,47073000,732926610,January,January-1983
Turkey,TUR,1984,8.09,5.82,0.01,6.72,0.07,20.71,48114000,996440940,January,January-1984
Turkey,TUR,1985,7.53,5.69,0.01,7.03,0.06,20.32,49134000,998402880,January,January-1985
Turkey,TUR,1986,9.8,6.19,0.01,6.99,0.05,23.040000000000003,50129000,1154972160.0000002,January,January-1986
Turkey,TUR,1987,7.17,6.75,0,7.03,0.06,21.009999999999998,51101000,1073632009.9999999,January,January-1987
Turkey,TUR,1988,6.62,7.26,0,6.9,0.06,20.84,52054000,1084805360,January,January-1988
Turkey,TUR,1989,7.34,7.33,0.01,6.77,0.06,21.509999999999998,52992000,1139857920,January,January-1989
Turkey,TUR,1990,7.07,7.68,0.01,6.72,0.06,21.54,53922000,1161479880,January,January-1990
Turkey,TUR,1991,6.78,7.55,0.01,6.62,0.06,21.02,54841000,1152757820,January,January-1991
Turkey,TUR,1992,6.04,7.89,0.01,6.45,0.05,20.44,55749000,1139509560,January,January-1992
Turkey,TUR,1993,5.89,8.09,0,6.34,0.05,20.37,56654000,1154041980,January,January-1993
Turkey,TUR,1994,5.79,8.28,0,6.31,0.05,20.43,57564000,1176032520,January,January-1994
Turkey,TUR,1995,5.88,8.57,0,6.31,0.05,20.81,58486000,1217093660,January,January-1995
Turkey,TUR,1996,5.44,7.18,0,6.14,0.05,18.810000000000002,59423000,1117746630.0000002,January,January-1996
Turkey,TUR,1997,6.38,7.88,0,6.23,0.05,20.540000000000003,60373000,1240061420.0000002,January,January-1997
Turkey,TUR,1998,5.93,8.11,0,6.07,0.04,20.15,61330000,1235799500,January,January-1998
Turkey,TUR,1999,5.7,9.72,0,5.89,0.05,21.360000000000003,62287000,1330450320.0000002,January,January-1999
Turkey,TUR,2000,5.67,10.42,0,5.9,0.05,22.040000000000003,63240000,1393809600.0000002,January,January-2000
Turkey,TUR,2001,5.2,9.51,0,5.47,0.04,20.22,64192000,1297962240,January,January-2001
Turkey,TUR,2002,5.04,10.62,0,5.11,0.03,20.8,65145000,1355016000,January,January-2002
Turkey,TUR,2003,4.41,13.06,0,4.73,0.03,22.23,66089000,1469158470,January,January-2003
Turkey,TUR,2004,5.47,12.93,0,4.76,0.04,23.199999999999996,67011000,1554655199.9999998,January,January-2004
Turkey,TUR,2005,4.75,13.39,0,4.65,0.04,22.83,67903000,1550225490,January,January-2005
Turkey,TUR,2006,4.96,13.03,0,4.59,0.04,22.619999999999997,68757000,1555283339.9999998,January,January-2006
Turkey,TUR,2007,6.19,14.84,0,4.65,0.04,25.72,69582000,1789649040,January,January-2007
Turkey,TUR,2008,5.25,14.52,0,4.54,0.04,24.349999999999998,70419000,1714702649.9999998,January,January-2008
Turkey,TUR,2009,4.55,16.76,0,4.2,0.03,25.540000000000003,71321000,1821538340.0000002,January,January-2009
Turkey,TUR,2010,9.3,18.26,0,3.8,0.03,31.390000000000004,72327000,2270344530.0000005,January,January-2010
Turkey,TUR,2011,10.34,19.02,0,4.03,0.03,33.42,73443000,2454465060,January,January-2011
Turkey,TUR,2012,11.15,19.33,0,4.34,0.02,34.839999999999996,74651000,2600840839.9999995,January,January-2012
Turkey,TUR,2013,11.64,18.78,0.01,4.68,0.02,35.13,75925000,2667245250,January,January-2013
Turkey,TUR,2014,11.82,19.49,0,4.75,0.03,36.09,77229000,2787194610.0000005,January,January-2014
Turkey,TUR,2015,12.34,19.72,0,4.95,0.02,37.03000000000001,78529000,2907928870.0000005,January,January-2015
Turkey,TUR,2016,12.47,20.13,0,5.02,0.02,37.64000000000001,79828000,3004725920.0000005,January,January-2016
Turkey,TUR,2017,12.9,20.64,0,5.3,0.02,38.86,81116000,3152167760,January,January-2017
"United Kingdom",GBR,1961,24.85,6.29,25.29,11.6,1.21,69.24,52728000,3650886719.9999995,January,January-1961
"United Kingdom",GBR,1962,25.6,6.44,26.61,11.39,0.9,70.94,53109000,3767552460,January,January-1962
"United Kingdom",GBR,1963,26.33,6.36,26.13,10.96,0.6,70.38,53501000,3765400379.9999995,January,January-1963
"United Kingdom",GBR,1964,23.85,6.9,26.96,11,1.07,69.78,53883000,3759955740,January,January-1964
"United Kingdom",GBR,1965,22.09,7.27,28.81,10.72,1.13,70.02,54241000,3797954820,January,January-1965
"United Kingdom",GBR,1966,23.71,8.02,27.56,10.84,0.82,70.94999999999999,54569000,3871670549.9999995,January,January-1966
"United Kingdom",GBR,1967,24.07,8.7,26.46,10.94,0.81,70.98,54867000,3894459660,January,January-1967
"United Kingdom",GBR,1968,23.27,9.8,27.17,10.71,0.87,71.82000000000001,55133000,3959652060.0000005,January,January-1968
"United Kingdom",GBR,1969,23.97,10.13,27.46,9.99,0.66,72.21,55368000,3998123279.9999995,January,January-1969
"United Kingdom",GBR,1970,24.12,10.51,27.52,9.77,0.72,72.64,55573000,4036822720,January,January-1970
"United Kingdom",GBR,1971,23.76,10.75,28.99,10.18,0.64,74.32000000000001,55749000,4143265680.0000005,January,January-1971
"United Kingdom",GBR,1972,23.45,12.01,28.73,9.44,0.48,74.11,55892000,4142156120,January,January-1972
"United Kingdom",GBR,1973,21.97,12.06,27.49,8.36,0.36,70.24,56006000,3933861439.9999995,January,January-1973
"United Kingdom",GBR,1974,24.54,11.72,26.43,7.66,0.31,70.66,56092000,3963460720,January,January-1974
"United Kingdom",GBR,1975,24.77,11.3,23.73,8.27,0.27,68.33999999999999,56152000,3837427679.9999995,January,January-1975
"United Kingdom",GBR,1976,22.95,12.24,24.06,7.57,0.23,67.05,56188000,3767405400,January,January-1976
"United Kingdom",GBR,1977,22.57,12.37,25.28,6.95,0.25,67.42,56204000,3789273680,January,January-1977
"United Kingdom",GBR,1978,24.14,12.67,25.99,6.95,0.3,70.05,56206000,3937230300,January,January-1978
"United Kingdom",GBR,1979,24.29,13.48,27.09,7.09,0.31,72.26,56205000,4061373300.0000005,January,January-1979
"United Kingdom",GBR,1980,22.74,13.6,26.42,7.61,0.27,70.64,56209000,3970603760,January,January-1980
"United Kingdom",GBR,1981,22.57,13.45,26.06,6.9,0.3,69.28,56221000,3894990880,January,January-1981
"United Kingdom",GBR,1982,20.91,14.56,25.77,7.44,0.28,68.96,56241000,3878379359.9999995,January,January-1982
"United Kingdom",GBR,1983,20.98,14.53,25.86,7.22,0.2,68.79,56277000,3871294830.0000005,January,January-1983
"United Kingdom",GBR,1984,22.43,14.87,25,7.02,0.22,69.53999999999999,56333000,3917396819.9999995,January,January-1984
"United Kingdom",GBR,1985,21.89,16.08,25.15,7.14,0.28,70.53999999999999,56414000,3979443559.9999995,January,January-1985
"United Kingdom",GBR,1986,22.08,17.56,25.01,6.75,0.26,71.66000000000001,56523000,4050438180.0000005,January,January-1986
"United Kingdom",GBR,1987,22.77,17.95,25.88,6.72,0.29,73.61,56658000,4170595380,January,January-1987
"United Kingdom",GBR,1988,21.65,18.82,25.99,6.83,0.12,73.41,56813000,4170642330,January,January-1988
"United Kingdom",GBR,1989,21.78,17.54,25.23,6.8,0.14,71.49,56974000,4073071259.9999995,January,January-1989
"United Kingdom",GBR,1990,20.68,18.7,25.06,7.33,0.2,71.97,57134000,4111933980,January,January-1990
"United Kingdom",GBR,1991,21.12,19.17,24.93,7.08,0.22,72.52,57291000,4154743320,January,January-1991
"United Kingdom",GBR,1992,20.55,23.24,24.6,7,0.24,75.63,57446000,4344640980,January,January-1992
"United Kingdom",GBR,1993,17.02,23.73,24.38,6.92,0.19,72.24,57602000,4161168479.9999995,January,January-1993
"United Kingdom",GBR,1994,16.85,25.08,24.99,6.58,0.19,73.69,57763000,4256555470,January,January-1994
"United Kingdom",GBR,1995,17.39,25.34,23.94,6.65,0.18,73.50000000000001,57932000,4258002000.000001,January,January-1995
"United Kingdom",GBR,1996,15.28,26.26,24.65,6.8,0.16,73.14999999999999,58114000,4251039099.9999995,January,January-1996
"United Kingdom",GBR,1997,16.81,25.88,24.11,6.34,0.15,73.29,58307000,4273320030.0000005,January,January-1997
"United Kingdom",GBR,1998,16.34,28.43,24.79,6.58,0.17,76.31,58510000,4464898100,January,January-1998
"United Kingdom",GBR,1999,16.57,28.12,24.36,6.73,0.2,75.98,58716000,4461241680,January,January-1999
"United Kingdom",GBR,2000,17.25,28.5,24.15,6.81,0.36,77.07000000000001,58923000,4541195610,January,January-2000
"United Kingdom",GBR,2001,17.41,29.11,25.55,5.55,0.84,78.46,59124000,4638869040,January,January-2001
"United Kingdom",GBR,2002,19.07,29.08,24.12,5.92,1.04,79.23,59326000,4700398980,January,January-2002
"United Kingdom",GBR,2003,20.95,29.76,25.93,5.67,0.61,82.92,59561000,4938798120,January,January-2003
"United Kingdom",GBR,2004,21.89,30.97,25.86,5.84,0.38,84.94,59873000,5085612620,January,January-2004
"United Kingdom",GBR,2005,20.68,30.79,25.83,5.86,0.36,83.52,60288000,5035253760,January,January-2005
"United Kingdom",GBR,2006,21.74,30.73,26.89,5.94,0.41,85.71,60821000,5212967910,January,January-2006
"United Kingdom",GBR,2007,21.92,29.02,27.4,6.12,0.67,85.13000000000001,61455000,5231664150.000001,January,January-2007
"United Kingdom",GBR,2008,20.89,28.16,26.08,5.79,0.58,81.5,62145000,5064817500,January,January-2008
"United Kingdom",GBR,2009,19.51,28.98,26.12,5.38,0.79,80.78,62829000,5075326620,January,January-2009
"United Kingdom",GBR,2010,19.43,30.23,25.78,4.8,0.81,81.05,63460000,5143433000,January,January-2010
"United Kingdom",GBR,2011,18.76,30.81,26.69,4.68,1.52,82.46,64022000,5279254120,January,January-2011
"United Kingdom",GBR,2012,18.71,31.69,26.51,4.23,1.76,82.90000000000002,64525000,5349122500.000001,January,January-2012
"United States",USA,1985,48.71,30.61,29.44,0.72,0.86,110.33999999999999,240500000,26536769999.999996,January,January-1985
"United States",USA,1993,42,43.1,30,0.65,0.73,116.48,259532000,30230287360,January,January-1993
Vietnam,VNM,2016,11.92,13.52,37.66,0.15,0.16,63.40999999999999,93640000,5937712399.999999,January,January-2016
"United Kingdom",GBR,2015,17.7,31.16,23.43,4.77,1.53,78.58999999999999,65860000,5175937399.999999,January,January-2015
"United States",USA,1979,48.13,25.92,30.83,0.67,1.04,106.59000000000002,227339008,24232064862.720005,January,January-1979
Vietnam,VNM,1961,1.97,1.64,7.37,0.03,0.04,11.049999999999999,33666000,372009299.99999994,January,January-1961
Vietnam,VNM,1995,2.37,2.3,13.16,0.05,0.22,18.099999999999998,74910000,1355870999.9999998,January,January-1995
"United States",USA,2011,36.84,51.44,26.81,0.4,0.8,116.29,311584000,36234103360,January,January-2011
Vietnam,VNM,1968,1.98,1.72,6.98,0.08,0.06,10.82,41194000,445719080,January,January-1968
"United States",USA,1976,58.81,22.82,25.55,0.82,1.04,109.03999999999999,221086000,24107217440,January,January-1976
Vietnam,VNM,1980,1.87,1.75,5.31,0.02,0.08,9.03,54282000,490166459.99999994,January,January-1980
Vietnam,VNM,1993,2.33,2.29,11.7,0.04,0.2,16.56,72300000,1197288000,January,January-1993
"United States",USA,1991,43.13,41.03,28.67,0.7,0.75,114.28,254539008,29088717834.24,January,January-1991
Vietnam,VNM,1986,2.16,2.11,9.81,0.05,0.14,14.270000000000001,62294000,888935380.0000001,January,January-1986
"United States",USA,1964,46.96,17.05,29.04,1.75,1.1,95.9,197408000,18931427200,January,January-1964
"United States",USA,1981,47.81,27.57,31.41,0.71,0.98,108.47999999999999,231636000,25127873279.999996,January,January-1981
"United States",USA,1983,48.41,28.76,29.62,0.75,0.94,108.48,236030000,25604534400,January,January-1983
"United States",USA,1984,48.23,29.57,29.32,0.76,0.87,108.75000000000001,238256992,25910447880.000004,January,January-1984
"United Kingdom",GBR,2013,18.12,31.55,25.79,4.49,1.54,81.49000000000001,64984000,5295546160.000001,January,January-2013
"United States",USA,2001,42.8,47.57,29.16,0.56,0.69,120.78,284608000,34374954240,January,January-2001
"United States",USA,2005,42.25,52.62,29.18,0.48,0.77,125.30000000000001,294993984,36962746195.200005,January,January-2005
Vietnam,VNM,1996,2.28,2.55,13.57,0.06,0.22,18.679999999999996,76069000,1420968919.9999998,January,January-1996
Vietnam,VNM,2005,3.03,4.7,26.85,0.11,0.25,34.94,83833000,2929125020,January,January-2005
"United States",USA,2013,36.24,50.01,27.64,0.43,0.81,115.13000000000001,316400992,36427246208.96001,January,January-2013
Vietnam,VNM,2009,5.57,9.95,34.39,0.15,0.3,50.35999999999999,87092000,4385953119.999999,January,January-2009
"United States",USA,1963,43.68,16.61,29.24,1.98,1.1,92.61,194932000,18052652520,January,January-1963
"United States",USA,1996,43.83,44.68,28.07,0.55,0.72,117.84999999999998,268335008,31623280692.799995,January,January-1996
"United States",USA,2014,37.44,51.17,27.69,0.46,0.81,117.57,318672992,37466383669.439995,January,January-2014
"United States",USA,2017,37.08,55.68,30.02,0.51,0.81,124.1,325084992,40343047507.2,January,January-2017
Vietnam,VNM,1967,1.91,1.73,7.42,0.03,0.07,11.159999999999998,40073000,447214679.99999994,January,January-1967
Vietnam,VNM,1991,2.35,2.34,9.81,0.03,0.18,14.709999999999999,69437000,1021418269.9999999,January,January-1991
Vietnam,VNM,1999,2.23,4.07,15.61,0.06,0.23,22.2,79036000,1754599200,January,January-1999
"United States",USA,1995,43.19,43.54,30.03,0.59,0.78,118.13,265164000,31323823320,January,January-1995
"United States",USA,2010,38.66,50.94,27.99,0.43,0.8,118.82,309011008,36716687970.56,January,January-2010
Vietnam,VNM,1988,2.34,2.44,9.97,0.05,0.15,14.950000000000001,65120000,973544000.0000001,January,January-1988
Vietnam,VNM,2008,5.05,8.76,31.85,0.13,0.3,46.089999999999996,86243000,3974939869.9999995,January,January-2008
"United States",USA,1982,47.76,28.08,28.1,0.74,0.95,105.63,233822000,24698617860,January,January-1982
Vietnam,VNM,1969,1.96,1.61,6.63,0.03,0.05,10.28,42307000,434915960,January,January-1969
Vietnam,VNM,2000,2.29,4.52,16.5,0.06,0.24,23.609999999999996,79910000,1886675099.9999998,January,January-2000
"United States",USA,1977,56.85,23.15,26.97,0.75,1.01,108.73,223136000,24261577280,January,January-1977
"United States",USA,2002,43.75,49.31,29.96,0.58,0.79,124.39000000000001,287279008,35734635805.12,January,January-2002
"United States",USA,2016,36.08,55.55,29.94,0.48,0.81,122.86,323016000,39685745760,January,January-2016
Vietnam,VNM,1992,2.41,2.44,11.23,0.03,0.18,16.29,70883000,1154684070,January,January-1992
Vietnam,VNM,1997,2.1,3.64,13.93,0.06,0.24,19.97,77133000,1540346010,January,January-1997
Vietnam,VNM,2015,12.2,15.16,36.7,0.16,0.13,64.35,92677000,5963764949.999999,January,January-2015
"United States",USA,1967,49.62,19.95,28.61,1.58,1.11,100.86999999999999,203904992,20567896543.039997,January,January-1967
Vietnam,VNM,1962,1.95,1.72,7.35,0.03,0.05,11.1,34683000,384981300,January,January-1962
Vietnam,VNM,1974,1.87,1.84,5.51,0.04,0.08,9.339999999999998,47658000,445125719.9999999,January,January-1974
Vietnam,VNM,1982,2.01,2.16,7.82,0.03,0.06,12.08,56814000,686313120,January,January-1982
Vietnam,VNM,2001,2.38,4.72,17.93,0.06,0.21,25.3,80743000,2042797900,January,January-2001
Vietnam,VNM,1965,1.98,1.87,7.16,0.03,0.06,11.1,37859000,420234900,January,January-1965
Vietnam,VNM,1971,1.97,1.62,6.13,0.04,0.07,9.829999999999998,44484000,437277719.99999994,January,January-1971
Vietnam,VNM,1998,2.06,3.79,14.68,0.06,0.22,20.81,78116000,1625593960,January,January-1998
"United States",USA,1968,50.75,19.77,29.55,1.51,1.1,102.67999999999999,205806000,21132160080,January,January-1968
"United States",USA,1999,43.85,47.81,30.84,0.57,0.75,123.82,278548000,34489813360,January,January-1999
"United States",USA,2008,40.58,51.61,29.08,0.5,0.84,122.61,303486016,37210420421.76,January,January-2008
Vietnam,VNM,2006,3.31,5.32,29.1,0.12,0.26,38.11,84618000,3224791980,January,January-2006
Vietnam,VNM,1990,2.38,2.46,10.34,0.04,0.16,15.379999999999999,67989000,1045670819.9999999,January,January-1990
Vietnam,VNM,2002,2.44,5.21,19.86,0.07,0.22,27.799999999999997,81534000,2266645200,January,January-2002
Vietnam,VNM,2003,2.46,5.48,21.42,0.07,0.23,29.660000000000004,82302000,2441077320.0000005,January,January-2003
Vietnam,VNM,2017,12.89,12.33,37.74,0.19,0.18,63.33,94601000,5991081330,January,January-2017
"United States",USA,1994,43.39,43.91,30.35,0.59,0.76,119.00000000000001,262240992,31206678048.000004,January,January-1994
"United States",USA,2004,42.64,51.87,29.96,0.53,0.77,125.77,292355008,36769489356.159996,January,January-2004
"United States",USA,2009,39.61,48.75,29.07,0.46,0.82,118.71,306308000,36361822680,January,January-2009
"United States",USA,1966,48.88,19.22,26.16,1.61,1.12,96.99,201896000,19581893040,January,January-1966
"United States",USA,1998,43.34,45.31,30.48,0.58,0.69,120.4,275175008,33131070963.2,January,January-1998
Vietnam,VNM,2004,2.65,5.04,23.72,0.09,0.22,31.719999999999995,83063000,2634758359.9999995,January,January-2004
Vietnam,VNM,2012,7.48,12.4,34.7,0.13,0.29,55.00000000000001,89802000,4939110000.000001,January,January-2012
"United Kingdom",GBR,2017,17.8,31.94,24.71,4.26,1.19,79.9,66727000,5331487300,January,January-2017
"United States",USA,2006,42.4,52.97,28.85,0.52,0.8,125.53999999999999,297759008,37380665864.32,January,January-2006
"United Kingdom",GBR,2014,17.39,28.29,22.79,4.39,1.48,74.34,65423000,4863545820,January,January-2014
"United States",USA,1970,52.27,21.44,29.64,1.36,1.13,105.84,209512992,22174855073.280003,January,January-1970
"United States",USA,1987,47.34,34.55,27.95,0.65,0.81,111.30000000000001,245052992,27274398009.600002,January,January-1987
"United States",USA,1989,44.17,37.49,29.64,0.69,0.76,112.75,249726000,28156606500,January,January-1989
"United States",USA,2012,36.96,49.52,27.21,0.41,0.81,114.91,314044000,36086796040,January,January-2012
Vietnam,VNM,1966,2.04,1.76,7.25,0.03,0.07,11.15,38958000,434381700,January,January-1966
"United Kingdom",GBR,2016,17.8,32.52,24.42,4.52,1.53,80.79,66298000,5356215420,January,January-2016
"United States",USA,1974,52.82,21.67,29.58,1.01,1.1,106.18,217115008,23053271549.440002,January,January-1974
Vietnam,VNM,1970,2.07,1.6,6.17,0.03,0.06,9.93,43405000,431011650,January,January-1970
Vietnam,VNM,1979,1.91,1.57,5.2,0.03,0.08,8.79,53095000,466705049.99999994,January,January-1979
"United States",USA,1972,52.88,22.56,30.06,1.35,1.1,107.94999999999999,213270000,23022496499.999996,January,January-1972
"United States",USA,2000,43.5,47.38,29.54,0.54,0.72,121.67999999999999,281711008,34278595453.44,January,January-2000
"United States",USA,2015,35.18,54.67,29.72,0.48,0.81,120.86,320878016,38781317013.76,January,January-2015
Vietnam,VNM,1972,2,1.89,6.05,0.04,0.08,10.059999999999999,45548000,458212879.99999994,January,January-1972
Vietnam,VNM,1978,1.8,1.46,5.14,0.03,0.08,8.509999999999998,51959000,442171089.9999999,January,January-1978
Vietnam,VNM,1984,2.23,2.6,8.78,0.04,0.05,13.7,59513000,815328100,January,January-1984
Vietnam,VNM,1985,2.3,2.37,9.03,0.05,0.06,13.81,60897000,840987570,January,January-1985
Vietnam,VNM,1987,2.22,2.57,10.26,0.05,0.16,15.260000000000002,63702000,972092520.0000001,January,January-1987
"United States",USA,1971,51.88,21.64,32.56,1.34,1.12,108.54000000000002,211384000,22943619360.000004,January,January-1971
"United States",USA,1978,54.09,24.09,27,0.69,1.03,106.9,225223008,24076339555.2,January,January-1978
"United States",USA,1980,47.32,26.38,32.95,0.69,0.97,108.31,229476000,24854545560,January,January-1980
"United States",USA,1986,49.21,32.06,27.76,0.71,0.84,110.58000000000001,242763008,26844733424.640003,January,January-1986
"United States",USA,1988,46.78,35.78,29.86,0.68,0.81,113.91000000000001,247372000,28178144520.000004,January,January-1988
Vietnam,VNM,1963,1.91,2.03,7.22,0.03,0.05,11.24,35721000,401504040,January,January-1963
Vietnam,VNM,1977,1.73,1.46,5.04,0.03,0.08,8.34,50861000,424180740,January,January-1977
Vietnam,VNM,2013,7.44,12.36,35,0.14,0.29,55.23,90753000,5012288190,January,January-2013
"United States",USA,1961,41.22,16.44,27.69,2.11,1.2,88.66,189570000,16807276200,January,January-1961
Vietnam,VNM,1976,1.73,1.53,4.97,0.03,0.07,8.33,49785000,414709050,January,January-1976
"United States",USA,1990,43.41,39.43,28.4,0.71,0.73,112.68,252120000,28408881600,January,January-1990
Vietnam,VNM,1973,1.89,1.88,5.95,0.04,0.08,9.839999999999998,46604000,458583359.9999999,January,January-1973
Vietnam,VNM,1994,2.35,2.27,12.64,0.04,0.21,17.51,73651000,1289629010,January,January-1994
"United States",USA,1965,47,18.08,25.98,1.58,1.12,93.76,199734000,18727059840,January,January-1965
"United States",USA,2003,42.09,49.65,30.12,0.54,0.77,123.17000000000002,289816000,35696636720.00001,January,January-2003
