per_capita_land_use,Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
324.36477416414,14240262315.354074,Myanmar,MMR,1995,1.52,2.52,2.47,0.17,0,6.68,43902000,293265360,January,January-1995
344.13141962238006,15297329865.054039,Myanmar,MMR,1996,1.62,2.79,2.61,0.17,0,7.1899999999999995,44452000,319609880,January,January-1996
369.89868501932006,16655428090.364923,Myanmar,MMR,1997,1.76,3.01,2.56,0.18,0,7.51,45027000,338152770,January,January-1997
393.95510932954,17968686491.62965,Myanmar,MMR,1998,1.9,3.17,2.39,0.19,0,7.650000000000001,45611000,348924150.00000006,January,January-1998
370.03549607330007,17088609244.16107,Myanmar,MMR,1999,1.7,3.65,2.55,0.21,0,8.11,46181000,374527910,January,January-1999
418.42362516727997,19548751767.81532,Myanmar,MMR,2000,1.91,4.99,2.46,0.24,0,9.6,46720000,448512000,January,January-2000
439.15503956519996,20739096743.466568,Myanmar,MMR,2001,1.98,5.8,2.62,0.25,0,10.649999999999999,47225000,502946249.99999994,January,January-2001
479.54074326114005,22875052535.042904,Myanmar,MMR,2002,2.1,6.67,3.81,0.26,0,12.84,47702000,612493680,January,January-2002
561.4493390662001,27033224226.698467,Myanmar,MMR,2003,2.45,8.32,4.33,0.3,0.01,15.41,48149000,741976090,January,January-2003
584.10508701386,28366479445.7411,Myanmar,MMR,2004,2.37,10.15,5.08,0.38,0.01,17.990000000000002,48564000,873666360.0000001,January,January-2004
654.9409495584001,32059359480.883686,Myanmar,MMR,2005,2.58,12.1,6.34,0.43,0,21.45,48950000,1049977500,January,January-2005
738.9516683932801,36431056203.4571,Myanmar,MMR,2006,2.91,13.89,7.1,0.48,0,24.38,49301000,1201958380,January,January-2006
802.6351312845202,39827557849.46918,Myanmar,MMR,2007,3.14,15.41,7.84,0.52,0,26.91,49621000,1335301110,January,January-2007
864.2753319710001,43153267325.312035,Myanmar,MMR,2008,3.35,16.8,8.78,0.56,0,29.49,49930000,1472435700,January,January-2008
944.7108614732801,47471720789.032326,Myanmar,MMR,2009,3.47,19.26,10.07,0.72,0.01,33.529999999999994,50250000,1684882499.9999998,January,January-2009
1222.19442419312,61844260058.59607,Myanmar,MMR,2010,4.93,21.05,10.94,0.81,0.02,37.75000000000001,50601000,1910187750.0000005,January,January-2010
1264.0125439216602,64453263627.109375,Myanmar,MMR,2011,4.99,22.14,11.48,0.91,0.03,39.55,50991000,2016694049.9999998,January,January-2011
1263.3049509059801,64951560745.880066,Myanmar,MMR,2012,5.01,21.98,11.39,0.9,0.02,39.300000000000004,51414000,2020570200.0000002,January,January-2012
1248.37067921886,64730516458.85633,Myanmar,MMR,2013,4.94,21.87,11.31,0.89,0.02,39.03000000000001,51852000,2023783560.0000005,January,January-2013
1727.07462917594,90293188687.94731,Myanmar,MMR,2014,6.77,28.47,15.25,1.38,0,51.87,52281000,2711815470,January,January-2014
1877.4789772913,98907470002.68297,Myanmar,MMR,2015,7.31,30.5,15.91,1.6,0,55.32,52681000,2914312920,January,January-2015
2020.97443360216,107202588830.42657,Myanmar,MMR,2016,8.11,30.58,16,1.66,0,56.349999999999994,53045000,2989085749.9999995,January,January-2016
2141.04490056364,114295399926.7888,Myanmar,MMR,2017,8.53,30.37,17.48,1.86,0,58.239999999999995,53383000,3109025919.9999995,January,January-2017
1261.81433783678,58125477472.45127,Pakistan,PAK,1961,5.18,0.21,0,2.23,0.21,7.829999999999999,46065000,360688949.99999994,January,January-1961
1270.9133537312998,59985839382.76362,Pakistan,PAK,1962,5.19,0.22,0,2.27,0.21,7.89,47199000,372400110,January,January-1962
1266.81727448364,61297487460.43989,Pakistan,PAK,1963,5.12,0.22,0,2.31,0.2,7.8500000000000005,48387000,379837950,January,January-1963
1269.3724588821601,62996416389.40384,Pakistan,PAK,1964,5.09,0.23,0,2.35,0.2,7.87,49628000,390572360,January,January-1964
1265.4885476975,64436145871.66131,Pakistan,PAK,1965,5.01,0.23,0,2.4,0.19,7.830000000000001,50918000,398687940.00000006,January,January-1965
1269.6091356975,66349773431.55135,Pakistan,PAK,1966,4.99,0.23,0,2.44,0.19,7.8500000000000005,52260000,410241000,January,January-1966
1269.43064402936,68112570636.039345,Pakistan,PAK,1967,5,0.24,0,2.43,0.18,7.85,53656000,421199600,January,January-1967
1264.3106023443602,69667307120.98128,Pakistan,PAK,1968,4.98,0.24,0,2.42,0.18,7.82,55103000,430905460,January,January-1968
1262.2134304667002,71438755737.55429,Pakistan,PAK,1969,4.99,0.24,0,2.4,0.17,7.800000000000001,56598000,441464400.00000006,January,January-1969
1263.0989805963602,73439100929.83357,Pakistan,PAK,1970,4.95,0.24,0,2.44,0.18,7.8100000000000005,58142000,454089020,January,January-1970
1270.8789425927,75914682756.83234,Pakistan,PAK,1971,4.93,0.24,0,2.5,0.17,7.84,59734000,468314560,January,January-1971
1280.89769025718,78624062023.36623,Pakistan,PAK,1972,4.89,0.23,0,2.59,0.17,7.88,61382000,483690160,January,January-1972
1316.9035993495602,83095300215.3579,Pakistan,PAK,1973,4.94,0.25,0,2.74,0.16,8.09,63099000,510470910,January,January-1973
1333.56343252682,86556268151.58577,Pakistan,PAK,1974,4.87,0.3,0,2.89,0.17,8.23,64906000,534176380,January,January-1974
1341.82861203372,89656962370.25706,Pakistan,PAK,1975,4.75,0.33,0,3.04,0.16,8.280000000000001,66817000,553244760.0000001,January,January-1975
1360.2291389978,93630012553.77457,Pakistan,PAK,1976,4.68,0.37,0,3.2,0.16,8.41,68834000,578893940,January,January-1976
1380.86525014722,97983436419.94644,Pakistan,PAK,1977,4.59,0.41,0,3.39,0.15,8.540000000000001,70958000,605981320.0000001,January,January-1977
1391.1565420138197,101828485405.78557,Pakistan,PAK,1978,4.47,0.46,0,3.55,0.15,8.63,73197000,631690110,January,January-1978
1411.54630345994,106657850235.73653,Pakistan,PAK,1979,4.4,0.52,0,3.72,0.15,8.790000000000001,75561000,664181190.0000001,January,January-1979
1417.4437505714002,110637154507.10007,Pakistan,PAK,1980,4.75,0.58,0,3.44,0.14,8.91,78054000,695461140,January,January-1980
1428.81421803804,115276731111.30907,Pakistan,PAK,1981,4.76,0.65,0,3.49,0.14,9.040000000000001,80680000,729347200.0000001,January,January-1981
1438.4786786036002,120015153113.25557,Pakistan,PAK,1982,4.75,0.68,0,3.55,0.14,9.120000000000001,83432000,760899840.0000001,January,January-1982
1448.9892851939603,125027489462.24606,Pakistan,PAK,1983,4.75,0.86,0,3.6,0.14,9.350000000000001,86286000,806774100.0000001,January,January-1983
1484.78201573246,132463342751.55568,Pakistan,PAK,1984,4.83,0.94,0,3.72,0.13,9.620000000000001,89214000,858238680.0000001,January,January-1984
1524.58958786726,140554963284.65845,Pakistan,PAK,1985,4.92,1.09,0,3.85,0.13,9.99,92192000,920998080,January,January-1985
1617.5866040265203,154018508502.38513,Pakistan,PAK,1986,5.57,1.3,0,3.77,0.12,10.76,95215000,1024513400,January,January-1986
1658.2540370376003,162983156284.2776,Pakistan,PAK,1987,5.67,1.34,0,3.9,0.12,11.03,98286000,1084094580,January,January-1987
1699.98028938192,172361001540.4329,Pakistan,PAK,1988,5.76,1.5,0,4.04,0.12,11.42,101390000,1157873800,January,January-1988
1746.8270886566804,182566139516.77563,Pakistan,PAK,1989,5.86,1.63,0,4.2,0.12,11.81,104513000,1234298530,January,January-1989
1798.0305369793202,193554391244.74988,Pakistan,PAK,1990,6,1.45,0,4.36,0.12,11.93,107648000,1284240640,January,January-1990
1845.38543625864,204429953243.2959,Pakistan,PAK,1991,6.09,1.36,0,4.54,0.12,12.11,110779000,1341533690,January,January-1991
1906.0980165048802,217125531158.0874,Pakistan,PAK,1992,6.23,1.48,0,4.74,0.12,12.57,113911000,1431861270,January,January-1992
1972.92515018874,231003887060.149,Pakistan,PAK,1993,6.38,2.24,0,4.94,0.11,13.670000000000002,117087000,1600579290.0000002,January,January-1993
2041.09977796462,245672892575.15555,Pakistan,PAK,1994,6.54,2.43,0,5.16,0.11,14.24,120363000,1713969120,January,January-1994
2106.7923018416996,260772430745.06006,Pakistan,PAK,1995,6.68,2.47,0,5.39,0.11,14.649999999999999,123777000,1813333049.9999998,January,January-1995
1536.7879157373002,195708404281.22943,Pakistan,PAK,1996,5.51,2.77,0,3.33,0.11,11.719999999999999,127349000,1492530279.9999998,January,January-1996
1634.3769120336203,214196534960.39017,Pakistan,PAK,1997,6.19,2.93,0,3.25,0.11,12.48,131057000,1635591360,January,January-1997
1623.4714200019803,218913769675.0984,Pakistan,PAK,1998,6.17,2.11,0,3.24,0.11,11.629999999999999,134843008,1568224183.04,January,January-1998
1624.3886255447403,225180860221.0306,Pakistan,PAK,1999,6.17,2.24,0,3.24,0.11,11.76,138624992,1630229905.92,January,January-1999
1617.91433783038,230300398504.1276,Pakistan,PAK,2000,6.15,2.31,0,3.22,0.11,11.790000000000001,142344000,1678235760.0000002,January,January-2000
1628.79042014394,237767567951.7721,Pakistan,PAK,2001,6.17,2.34,0,3.26,0.11,11.879999999999999,145978000,1734218639.9999998,January,January-2001
1637.81787127506,244935662649.18524,Pakistan,PAK,2002,6.2,2.4,0,3.28,0.11,11.989999999999998,149550000,1793104499.9999998,January,January-2002
1645.2799188047002,251880825447.3286,Pakistan,PAK,2003,6.22,2.47,0,3.3,0.11,12.099999999999998,153092992,1852425203.1999996,January,January-2003
1660.2157077337001,260097680570.37448,Pakistan,PAK,2004,6.3,2.47,0,3.31,0.11,12.19,156664992,1909746252.48,January,January-2004
1672.2333627681796,268065696985.19028,Pakistan,PAK,2005,6.34,2.46,0,3.34,0.11,12.25,160304000,1963724000,January,January-2005
1802.7137006623602,295686523745.4519,Pakistan,PAK,2006,8.11,3.22,0,2.45,0.12,13.9,164023008,2279919811.2000003,January,January-2006
1823.4735582652402,305993450865.3734,Pakistan,PAK,2007,8.24,3.41,0,2.44,0.12,14.209999999999999,167808000,2384551680,January,January-2007
1835.3027135083398,315027860788.5713,Pakistan,PAK,2008,8.28,3.63,0,2.46,0.13,14.500000000000002,171648992,2488910384.0000005,January,January-2008
1848.3771668943,324438250596.2889,Pakistan,PAK,2009,8.35,3.86,0,2.46,0.13,14.799999999999999,175526000,2597784800,January,January-2009
1862.8043505732996,334233655699.1795,Pakistan,PAK,2010,8.45,4.11,0,2.44,0.13,15.129999999999999,179424992,2714700128.96,January,January-2010
1885.69404595782,345723146385.90674,Pakistan,PAK,2011,8.59,4.37,0,2.43,0.13,15.520000000000001,183340000,2845436800.0000005,January,January-2011
1902.3926812089398,356280101336.81024,Pakistan,PAK,2012,8.69,4.68,0,2.42,0.13,15.92,187280000,2981497600,January,January-2012
1933.34405043444,369773300963.38904,Pakistan,PAK,2013,8.82,5.01,0,2.46,0.12,16.41,191260992,3138592878.72,January,January-2013
1802.9260662084398,352120460937.4308,Pakistan,PAK,2014,8.28,4.83,0,2.24,0.08,15.43,195304992,3013556026.56,January,January-2014
1815.21171823608,362002241854.3605,Pakistan,PAK,2015,8.33,5.15,0,2.25,0.08,15.81,199427008,3152940996.48,January,January-2015
1841.00886413628,374886490741.00574,Pakistan,PAK,2016,8.45,5.5,0,2.27,0.08,16.299999999999997,203631008,3319185430.3999996,January,January-2016
1876.904479616,390219702739.04407,Pakistan,PAK,2017,8.62,5.86,,2.3,0.08,16.86,207906000,3505295160,January,January-2017
525.73335255014,14279443588.614353,Philippines,PHL,1961,2.5,2.28,7.58,0.1,0.23,12.69,27161000,344673090,January,January-1961
618.53168304422,17366514064.832565,Philippines,PHL,1962,3.01,2.22,8.32,0.11,0.23,13.89,28077000,389989530,January,January-1962
605.1542111789399,17557339128.934586,Philippines,PHL,1963,2.89,2.42,8.42,0.13,0.25,14.110000000000001,29013000,409373430.00000006,January,January-1963
563.6567639694399,16886592991.76045,Philippines,PHL,1964,2.62,2.5,8.62,0.13,0.24,14.11,29959000,422721490,January,January-1964
613.1734988139,18953192848.33765,Philippines,PHL,1965,2.92,2.65,9.42,0.08,0.25,15.32,30910000,473541200,January,January-1965
676.8888002918801,21568384732.50047,Philippines,PHL,1966,3.23,2.84,9.99,0.11,0.25,16.42,31864000,523206880.00000006,January,January-1966
611.26849881552,20064277205.12063,Philippines,PHL,1967,2.81,2.74,10.33,0.11,0.29,16.28,32824000,534374720.00000006,January,January-1967
586.6326973488801,19825252006.905403,Philippines,PHL,1968,2.64,3.65,10.72,0.07,0.28,17.360000000000003,33795000,586681200.0000001,January,January-1968
582.2232027387801,20253216330.471203,Philippines,PHL,1969,2.59,3.2,11.04,0.09,0.23,17.15,34786000,596579900,January,January-1969
537.5718906968,19247223974.50823,Philippines,PHL,1970,2.33,2.68,10.32,0.14,0.24,15.71,35804000,562480840,January,January-1970
526.31886865512,19394850309.941174,Philippines,PHL,1971,2.32,2.85,10.18,0.09,0.22,15.66,36850000,577071000,January,January-1971
573.6063713732201,21752874421.586624,Philippines,PHL,1972,2.64,2.97,8.42,0.16,0.23,14.420000000000002,37923000,546849660.0000001,January,January-1972
703.2003452415601,27440987072.361397,Philippines,PHL,1973,3.32,3.09,9.19,0.21,0.23,16.04,39023000,625928920,January,January-1973
1056.56915712016,42414912243.43171,Philippines,PHL,1974,5.46,3.14,9.29,0.22,0.23,18.34,40144000,736240960,January,January-1974
685.64348356134,28307476862.31348,Philippines,PHL,1975,3.27,3.3,7.83,0.23,0.24,14.870000000000001,41286000,613922820,January,January-1975
583.47124329248,24766603864.0359,Philippines,PHL,1976,2.66,3.19,7.66,0.23,0.3,14.040000000000001,42447000,595955880,January,January-1976
604.2157571670999,26361329269.4434,Philippines,PHL,1977,2.86,3.09,6.62,0.23,0.27,13.07,43629000,570231030,January,January-1977
670.9995478000401,30086277724.258198,Philippines,PHL,1978,3.22,2.99,7.08,0.25,0.26,13.8,44838000,618764400,January,January-1978
643.95504027684,29673448255.956787,Philippines,PHL,1979,2.94,4.45,8.22,0.23,0.24,16.080000000000002,46080000,740966400.0000001,January,January-1979
641.57401815782,30383662351.918037,Philippines,PHL,1980,2.8,4.77,8.72,0.3,0.23,16.82,47358000,796561560,January,January-1980
560.14331629334,27263855633.94574,Philippines,PHL,1981,2.24,5.25,9.35,0.3,0.24,17.38,48673000,845936740,January,January-1981
498.27092108926,24925504556.56914,Philippines,PHL,1982,1.92,5.94,7.84,0.31,0.23,16.24,50024000,812389759.9999999,January,January-1982
486.22275966739994,24996225851.741364,Philippines,PHL,1983,1.78,5.51,8.79,0.33,0.23,16.639999999999997,51409000,855445759.9999999,January,January-1983
463.4474543791401,24482538672.48683,Philippines,PHL,1984,1.62,3.51,10.77,0.31,0.22,16.429999999999996,52827000,867947609.9999998,January,January-1984
435.10350787268004,23615677993.29758,Philippines,PHL,1985,1.64,3.51,7.31,0.34,0.21,13.01,54276000,706130760,January,January-1985
470.363907385,26225139656.250675,Philippines,PHL,1986,1.78,3.57,8.25,0.35,0.21,14.16,55755000,789490800,January,January-1986
509.08270103268,29152111791.935387,Philippines,PHL,1987,1.98,3.66,8.75,0.35,0.21,14.950000000000001,57264000,856096800.0000001,January,January-1987
540.61173410714,31785266906.829296,Philippines,PHL,1988,2.03,3.49,9.66,0.43,0.21,15.82,58795000,930136900,January,January-1988
613.2070271659401,37001525226.21999,Philippines,PHL,1989,2.38,3.67,10.63,0.45,0.2,17.33,60341000,1045709529.9999999,January,January-1989
597.91787695604,37008126994.1941,Philippines,PHL,1990,2.23,3.92,11.5,0.44,0.2,18.29,61895000,1132059550,January,January-1990
606.1088541092,38460637337.49929,Philippines,PHL,1991,2.19,4.54,13.32,0.39,0.22,20.66,63455000,1310980300,January,January-1991
622.57365135584,40479738811.156715,Philippines,PHL,1992,2.28,4.75,13.01,0.41,0.19,20.64,65020000,1342012800,January,January-1992
653.6975839834001,43532336907.79055,Philippines,PHL,1993,2.4,5.5,13.24,0.43,0.2,21.77,66594000,1449751380,January,January-1993
712.1027711368001,48551879038.87817,Philippines,PHL,1994,2.72,5.63,13.55,0.44,0.19,22.53,68181000,1536117930,January,January-1994
755.48995052768,52721110707.62362,Philippines,PHL,1995,2.94,6.07,13.95,0.44,0.19,23.590000000000003,69784000,1646204560.0000002,January,January-1995
829.6818247365201,59240941649.837006,Philippines,PHL,1996,3.33,6.74,14.65,0.43,0.19,25.34,71402000,1809326680,January,January-1996
917.7763314969,67026123265.5501,Philippines,PHL,1997,3.82,7.18,15.1,0.43,0.19,26.720000000000002,73031000,1951388320.0000002,January,January-1997
904.8188409420799,67564632490.82699,Philippines,PHL,1998,3.75,6.97,15.27,0.42,0.19,26.6,74672000,1986275200,January,January-1998
1042.43089630778,79564580591.58762,Philippines,PHL,1999,4.52,7.25,15.83,0.44,0.18,28.220000000000002,76326000,2153919720,January,January-1999
1088.90792667236,84926107017.0307,Philippines,PHL,2000,4.79,7.44,15.92,0.44,0.18,28.77,77992000,2243829840,January,January-2000
1045.5888334958,83305199131.11087,Philippines,PHL,2001,4.49,7.91,16.32,0.43,0.18,29.33,79673000,2336809090,January,January-2001
1068.39718176406,86930136694.23274,Philippines,PHL,2002,4.59,8.27,16.86,0.42,0.17,30.310000000000002,81365000,2466173150,January,January-2002
1061.6611648945,88173083066.81801,Philippines,PHL,2003,4.51,8.31,17.25,0.43,0.18,30.68,83052000,2548035360,January,January-2003
1094.50856214876,92716914808.1836,Philippines,PHL,2004,4.79,8.42,16.49,0.4,0.17,30.27,84711000,2564201970,January,January-2004
1021.0535437374,88143468216.67479,Philippines,PHL,2005,4.31,8.14,16.63,0.43,0.17,29.68,86326000,2562155680,January,January-2005
1038.44135032814,91267571838.9899,Philippines,PHL,2006,4.22,8.23,18.01,0.52,0.18,31.16,87889000,2738621240,January,January-2006
1143.10496283822,102199299202.55106,Philippines,PHL,2007,4.75,9.19,18.36,0.56,0.19,33.05,89405000,2954835249.9999995,January,January-2007
1158.4187122893002,105302577784.52196,Philippines,PHL,2008,4.78,9.83,18.22,0.6,0.19,33.62,90902000,3056125240,January,January-2008
1096.35530489456,101318579146.52588,Philippines,PHL,2009,4.39,9.98,18.28,0.6,0.2,33.45000000000001,92414000,3091248300.000001,January,January-2009
1132.42407818514,106410493354.82304,Philippines,PHL,2010,4.57,10.65,18.46,0.6,0.19,34.47,93967000,3239042490,January,January-2010
1096.8883794358198,104829622422.6813,Philippines,PHL,2011,4.36,11.14,18.2,0.59,0.19,34.480000000000004,95570000,3295253600.0000005,January,January-2011
1076.55174273244,104654824566.2487,Philippines,PHL,2012,4.24,11.63,18.16,0.57,0.18,34.78,97213000,3381068140,January,January-2012
1049.77004771954,103792864158.12634,Philippines,PHL,2013,4.06,11.91,18.4,0.56,0.17,35.1,98872000,3470407200,January,January-2013
1090.64689363476,109624191219.91064,Philippines,PHL,2014,4.41,12.56,16.99,0.53,0.09,34.58,100513000,3475739540,January,January-2014
1084.7379670018802,110765848024.463,Philippines,PHL,2015,4.33,13.04,17.34,0.53,0.1,35.339999999999996,102113000,3608673419.9999995,January,January-2015
1135.7378609515602,117735129617.68253,Philippines,PHL,2016,4.55,13.78,18.08,0.54,0.1,37.05,103664000,3840751199.9999995,January,January-2016
1156.8061038457402,121664768359.76804,Philippines,PHL,2017,4.68,13.87,17.83,0.55,0.1,37.029999999999994,105173000,3894556189.9999995,January,January-2017
2050.66375163512,61552723169.079765,Poland,POL,1961,9.3,1.66,34.23,0.8,0.65,46.63999999999999,30016000,1399946239.9999998,January,January-1961
2210.4961045979003,67174766122.625595,Poland,POL,1962,10.4,1.97,33.06,0.75,0.51,46.690000000000005,30389000,1418862410.0000002,January,January-1962
2526.206109437521,77645470979.67165,Poland,POL,1963,12.59,1.95,30.67,0.66,0.47,46.339999999999996,30736000,1424306240,January,January-1963
2686.43052818652,83437845774.94513,Poland,POL,1964,13.62,2.03,31.21,0.58,0.51,47.949999999999996,31059000,1489279049.9999998,January,January-1964
2424.8962528493,76047171385.60689,Poland,POL,1965,11.75,2.17,34.79,0.61,0.36,49.68,31361000,1558014480,January,January-1965
2413.1798788295,76355424546.0442,Poland,POL,1966,11.62,2.59,35.59,0.6,0.32,50.720000000000006,31641000,1604831520.0000002,January,January-1966
2672.08848171628,85244966743.71277,Poland,POL,1967,13.18,2.7,35.17,0.64,0.33,52.019999999999996,31902000,1659542039.9999998,January,January-1967
2760.6860481657004,88756056448.52727,Poland,POL,1968,13.64,2.86,35.43,0.69,0.38,53,32150000,1703950000,January,January-1968
2747.7293990210005,89007198422.48727,Poland,POL,1969,13.6,3.28,34.88,0.67,0.44,52.870000000000005,32393000,1712617910.0000002,January,January-1969
2833.6515678087408,92487553521.70949,Poland,POL,1970,14.16,3.45,34.41,0.66,0.44,53.11999999999999,32639000,1733783679.9999998,January,January-1970
2836.1435833526803,93280762456.46965,Poland,POL,1971,13.95,3.22,38.34,0.64,0.44,56.59,32890000,1861245100,January,January-1971
2670.7607102434204,88527705262.43866,Poland,POL,1972,12.5,3.95,44.2,0.66,0.47,61.78,33147000,2047821660,January,January-1972
2747.20374114736,91789571399.21559,Poland,POL,1973,12.83,4.7,46.32,0.63,0.46,64.94,33412000,2169775280,January,January-1973
3022.5154944235405,101816456945.15138,Poland,POL,1974,14.47,5.01,47.8,0.57,0.47,68.32,33686000,2301427520,January,January-1974
3461.2003128553006,117580435828.00742,Poland,POL,1975,17.09,6.26,49.48,0.48,0.43,73.74000000000001,33971000,2505021540.0000005,January,January-1975
4213.19365112298,144369293649.38004,Poland,POL,1976,22.21,7.29,41.35,0.45,0.4,71.7,34266000,2456872200,January,January-1976
4142.3375851226,143204752655.2734,Poland,POL,1977,21.76,8.55,40.4,0.47,0.5,71.68,34571000,2478049280,January,January-1977
3721.1608300518405,129816416717.1885,Poland,POL,1978,18.86,9.73,43.75,0.52,0.43,73.29,34886000,2556794940,January,January-1978
3683.4487423364008,129690546768.92233,Poland,POL,1979,18.42,10.76,45.75,0.55,0.43,75.91000000000001,35209000,2672715190.0000005,January,January-1979
3944.99287742086,140205046863.53738,Poland,POL,1980,20.16,11.21,44.33,0.49,0.44,76.63,35540000,2723430200,January,January-1980
3312.5814411604206,118848796945.95357,Poland,POL,1981,16.73,11.64,37.8,0.47,0.29,66.93,35878000,2401314540.0000005,January,January-1981
3122.48471777234,113102641447.1497,Poland,POL,1982,15.82,5.52,37.91,0.47,0.5,60.22,36222000,2181288840,January,January-1982
3394.5898195100394,124092625442.009,Poland,POL,1983,17.54,5.23,37.57,0.45,0.53,61.32000000000001,36556000,2241613920.0000005,January,January-1983
3401.521229922181,125393678619.85129,Poland,POL,1984,17.6,6.76,34.39,0.56,0.56,59.870000000000005,36864000,2207047680,January,January-1984
3559.35487553024,132173083947.93993,Poland,POL,1985,18.05,7.03,36.87,0.86,0.63,63.440000000000005,37134000,2355780960,January,January-1985
3827.4450423649,142993346782.75266,Poland,POL,1986,19.13,7.62,42.08,1.03,0.61,70.47,37360000,2632759200,January,January-1986
3748.1187225727804,140719369320.27246,Poland,POL,1987,18.85,8.15,43.32,0.76,0.43,71.51,37544000,2684771440,January,January-1987
3837.94454980316,144678995693.92972,Poland,POL,1988,19.41,8.1,44.95,0.66,0.31,73.43,37697000,2768090710.0000005,January,January-1988
3592.4170256870407,135911913332.81781,Poland,POL,1989,17.92,8.42,46.49,0.55,0.25,73.63000000000001,37833000,2785643790.0000005,January,January-1989
3628.3302980930603,137731418115.61258,Poland,POL,1990,18,7.6,46.38,0.71,0.31,73,37960000,2771080000,January,January-1990
3537.82880840876,134731134510.6308,Poland,POL,1991,17.1,8.18,51.6,0.69,0.4,77.97,38083000,2969331510,January,January-1991
3058.34159014846,116822532060.49088,Poland,POL,1992,14.12,9.02,52.03,0.68,0.22,76.07000000000001,38198000,2905721860.0000005,January,January-1992
2815.4915322604197,107836141177.10634,Poland,POL,1993,13,9.35,50.39,0.44,0.22,73.4,38301000,2811293400,January,January-1993
2312.80161223922,88786141092.25142,Poland,POL,1994,10.35,10.62,47.05,0.21,0.28,68.50999999999999,38389000,2630030389.9999995,January,January-1994
2290.14317643286,88076616422.43137,Poland,POL,1995,10.22,10.28,48.36,0.14,0.25,69.25,38459000,2663285750,January,January-1995
2343.29856789624,90240427849.6842,Poland,POL,1996,10.51,10.37,49.35,0.11,0.25,70.59,38510000,2718420900,January,January-1996
2178.70590412184,83978219074.37631,Poland,POL,1997,9.86,12.52,43.23,0.07,0.15,65.83,38545000,2537417350,January,January-1997
2138.3736591997,82464241793.37723,Poland,POL,1998,9.4,13.27,46.66,0.03,0.21,69.57,38564000,2682897479.9999995,January,January-1998
2115.85552971406,81604316070.01187,Poland,POL,1999,9.07,14.03,48.89,0.04,0.3,72.33000000000001,38568000,2789623440.0000005,January,January-1999
1937.58770975686,74707569325.09525,Poland,POL,2000,8.04,14.51,47.84,0.03,0.29,70.71000000000001,38557000,2726365470.0000005,January,January-2000
1672.22148607966,64430693858.6493,Poland,POL,2001,6.36,17.04,47.08,0.03,0.23,70.74,38530000,2725612200,January,January-2001
1636.31859044164,62980266227.508286,Poland,POL,2002,5.96,19.59,48.18,0.03,0.16,73.92,38489000,2845106880,January,January-2002
1756.53499928634,67524718442.56548,Poland,POL,2003,6.62,18.26,50.02,0.04,0.17,75.11000000000001,38442000,2887378620.0000005,January,January-2003
1638.4700128274599,62917248492.574455,Poland,POL,2004,6.01,19.32,47.62,0.04,0.17,73.16,38400000,2809344000,January,January-2004
1399.0998232910001,53682061119.85239,Poland,POL,2005,4.5,20.4,47.82,0.03,0.1,72.85,38369000,2795181650,January,January-2005
1529.6474255503201,58668097359.55698,Poland,POL,2006,5.12,20.23,50.47,0.04,0.11,75.97,38354000,2913753380,January,January-2006
1447.47772219968,55515113079.52433,Poland,POL,2007,4.61,19.77,50.88,0.04,0.14,75.44000000000001,38353000,2893350320.0000005,January,January-2007
1395.7747621417402,53537732551.470726,Poland,POL,2008,4.37,18.55,50.54,0.04,0.09,73.59000000000002,38357000,2822691630.0000005,January,January-2008
1362.896997902,52269825663.537506,Poland,POL,2009,4.15,21.44,48.73,0.05,0.17,74.53999999999999,38352000,2858758079.9999995,January,January-2009
1150.30910480416,44091347987.14345,Poland,POL,2010,2.76,21.52,50.23,0.04,0.17,74.72,38330000,2864017600,January,January-2010
1115.35069084466,42703431900.3695,Poland,POL,2011,2.43,22.44,51.24,0.05,0.13,76.28999999999999,38287000,2920915229.9999995,January,January-2011
1088.37690172582,41605383822.27293,Poland,POL,2012,2.41,25.75,47.03,0.04,0.12,75.35000000000001,38227000,2880404450.0000005,January,January-2012
1072.73018581826,40933238430.45316,Poland,POL,2013,2.32,27.41,46.19,0.02,0.14,76.08,38158000,2903060640,January,January-2013
1272.36814524258,48465775020.43512,Poland,POL,2014,3.22,27.54,50.83,0.03,0.1,81.72,38091000,3112796520,January,January-2014
1199.7955088584401,45633022383.92191,Poland,POL,2015,2.53,28.23,54.14,0.03,0.08,85.01,38034000,3233270340,January,January-2015
1329.1422401601599,50492784561.44431,Poland,POL,2016,3.3,28.81,54.07,0.03,0.09,86.30000000000001,37989000,3278450700.0000005,January,January-2016
1341.5974529774999,50917648132.85505,Poland,POL,2017,3.25,30.3,55.01,0.03,0.1,88.69,37953000,3366051570,January,January-2017
5410.723131324121,802242464672.511,Russia,RUS,1992,28.68,9.97,19.57,2.36,0.63,61.21,148268992,9075545000.32,January,January-1992
5135.1644937643,761924896597.7842,Russia,RUS,1993,26.88,9.78,19.06,2.5,0.59,58.81,148374000,8725874940,January,January-1993
4854.09998597952,720100839987.276,Russia,RUS,1994,25.7,10.75,15.72,2.18,0.62,54.97,148348992,8154744090.24,January,January-1994
4294.321434197579,636534417581.376,Russia,RUS,1995,22.54,11.56,16.54,1.87,0.61,53.12,148227008,7873818664.96,January,January-1995
