per_capita_land_use,Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
4080.9640393008,604068345413.6313,Russia,RUS,1996,21.6,9.68,16.33,1.63,0.69,49.93,148020992,7390688130.56,January,January-1996
4056.27484806916,599233483305.257,Russia,RUS,1997,21.76,11.82,13.1,1.46,0.72,48.86,147730000,7218087800,January,January-1997
3711.5525243830803,546938061853.1949,Russia,RUS,1998,19.8,10.24,14.71,1.29,1.05,47.089999999999996,147360992,6939229113.28,January,January-1998
3186.4441475646795,468139628383.6124,Russia,RUS,1999,17.04,6.65,15.49,0.99,0.73,40.9,146916000,6008864400,January,January-1999
2863.63053420088,419249805450.63556,Russia,RUS,2000,15.1,9.83,13.24,0.97,0.72,39.86,146404992,5835702981.12,January,January-2000
3090.73108130728,450724429043.9706,Russia,RUS,2001,16.33,14.65,13.03,0.94,0.63,45.58,145831008,6646977344.639999,January,January-2001
3313.4572516101,481167008249.81226,Russia,RUS,2002,17.49,15.92,14.86,0.96,0.81,50.04,145216000,7266608640,January,January-2002
3384.07196957282,489374058664.4708,Russia,RUS,2003,17.86,16.16,15.99,0.94,0.8,51.74999999999999,144611008,7483619663.999999,January,January-2003
3335.6993435210397,480610870428.2602,Russia,RUS,2004,17.57,15.71,14.78,1.02,0.92,50.00000000000001,144080992,7204049600.000001,January,January-2004
3429.97931186892,492791987694.8315,Russia,RUS,2005,17.98,17.41,14.62,1.11,1,52.12,143672000,7488184640,January,January-2005
3348.5963733738,480198792519.69403,Russia,RUS,2006,17.17,19.89,16.06,1.2,1.42,55.74000000000001,143403008,7993283665.920001,January,January-2006
3451.7465109814207,494517915642.2642,Russia,RUS,2007,17.53,22.04,17.92,1.25,1.39,60.13,143266000,8614584580,January,January-2007
3717.0439113555803,532462793521.42426,Russia,RUS,2008,18.89,22.43,19.99,1.33,2.22,64.86,143248992,9291129621.12,January,January-2008
3474.8047934104,498033374423.5708,Russia,RUS,2009,17.39,22.82,19.79,1.34,2.41,63.75,143327008,9137096760,January,January-2009
3458.42185854976,496210937510.2359,Russia,RUS,2010,17.16,22.32,21.82,1.35,2.72,65.37,143479008,9379222752.960001,January,January-2010
3328.52378085674,478318879508.64636,Russia,RUS,2011,16.24,23.1,22.67,1.38,2.84,66.23,143703008,9517450219.84,January,January-2011
3514.7413223752196,506101661974.09735,Russia,RUS,2012,17.07,26.66,24.63,1.4,3,72.76,143994000,10477003440,January,January-2012
3518.02801526828,507739365159.37036,Russia,RUS,2013,16.98,27.5,25.66,1.4,3.28,74.82000000000001,144324992,10798395901.44,January,January-2013
3310.9399991951,478977108496.0391,Russia,RUS,2014,15.77,28.69,24.15,1.39,3.42,73.42,144664992,10621303712.64,January,January-2014
3079.7292663290405,446514523040.8818,Russia,RUS,2015,14.33,29.57,24.02,1.38,3.8,73.1,144984992,10598402915.199999,January,January-2015
2975.79042532364,432307977845.2152,Russia,RUS,2016,13.61,29.29,25.44,1.38,3.96,73.67999999999999,145275008,10703862589.439999,January,January-2016
2984.92033079502,434395455740.5993,Russia,RUS,2017,13.51,30.98,26.67,1.38,4.06,76.6,145530000,11147598000,January,January-2017
4645.46645963078,81411799705.02942,"South Africa",ZAF,1961,20.35,1.93,3.07,6.87,0.02,32.24,17525000,565006000,January,January-1961
4500.834049527,80861984533.8021,"South Africa",ZAF,1962,19.67,2.19,3.06,6.68,0.02,31.62,17966000,568084920,January,January-1962
4514.959205364461,83179093440.42946,"South Africa",ZAF,1963,19.92,2.37,3.03,6.53,0.02,31.870000000000005,18423000,587141010.0000001,January,January-1963
4506.7819801153,85160152296.25871,"South Africa",ZAF,1964,19.91,2.67,3.26,6.47,0.01,32.31999999999999,18896000,610718719.9999999,January,January-1964
4610.21448832048,89369007856.09251,"South Africa",ZAF,1965,19.82,2.96,3.23,7.1,0.01,33.12,19385000,642031200,January,January-1965
4547.9906024475995,90450437101.47786,"South Africa",ZAF,1966,19.24,3.4,3.06,7.27,0,32.97,19888000,655707360,January,January-1966
4477.278457689,91367821486.05942,"South Africa",ZAF,1967,18.7,3.82,3.39,7.33,0.01,33.25,20407000,678532750,January,January-1967
4577.565106102281,95863368451.99397,"South Africa",ZAF,1968,18.24,4.26,3.27,8.27,0.01,34.05,20942000,713075100,January,January-1968
4665.766381064061,100295314127.35304,"South Africa",ZAF,1969,17.75,4.59,3.58,9.15,0.03,35.1,21496000,754509600,January,January-1969
4315.14914934838,95235341726.11874,"South Africa",ZAF,1970,16.84,4.76,3.43,8.06,0.06,33.150000000000006,22070000,731620500.0000001,January,January-1970
4315.13788963992,97802600268.68878,"South Africa",ZAF,1971,16.43,4.81,3.45,8.42,0.05,33.16,22665000,751571399.9999999,January,January-1971
4582.7623399003005,106695872797.55879,"South Africa",ZAF,1972,17.58,5.45,3.72,8.81,0.05,35.60999999999999,23282000,829072019.9999999,January,January-1972
4319.182656174301,103284614857.09605,"South Africa",ZAF,1973,18.46,6.34,3.9,6.56,0.07,35.33,23913000,844846290,January,January-1973
4402.3222586449,108090218416.50824,"South Africa",ZAF,1974,20.3,5.99,3.46,5.42,0.07,35.24,24553000,865247720,January,January-1974
4406.10170800442,111011732533.17137,"South Africa",ZAF,1975,20.14,6.73,3.34,5.56,0.11,35.88,25195000,903996600.0000001,January,January-1975
4370.47905708974,112920067398.02762,"South Africa",ZAF,1976,19.67,7.46,3.43,5.75,0.12,36.43,25837000,941241910,January,January-1976
4388.015480082581,116199037928.06683,"South Africa",ZAF,1977,20.12,7.07,3.31,5.47,0.04,36.01,26481000,953580810,January,January-1977
4434.10046065172,120337052401.62703,"South Africa",ZAF,1978,20.25,7.3,3.05,5.61,0.07,36.28,27139000,984602920,January,January-1978
4454.90219855414,123966563479.16606,"South Africa",ZAF,1979,20.31,7.1,3.01,5.68,0.04,36.13999999999999,27827000,1005667779.9999998,January,January-1979
4325.82257056732,123532515147.69096,"South Africa",ZAF,1980,19.65,7.77,3,5.54,0.08,36.04,28557000,1029194280,January,January-1980
4061.20506047646,119127328038.956,"South Africa",ZAF,1981,18.11,8.01,3.19,5.45,0.14,34.9,29333000,1023721700,January,January-1981
4194.381274998661,126460595441.20963,"South Africa",ZAF,1982,19.01,8.49,3.6,5.33,0.23,36.66,30150000,1105299000,January,January-1982
4056.6627161580195,125732204224.60165,"South Africa",ZAF,1983,18.29,9.11,3.55,5.2,0.3,36.449999999999996,30994000,1129731299.9999998,January,January-1983
4159.9705998246,132461783839.61491,"South Africa",ZAF,1984,19.05,9.24,3.41,5.09,0.27,37.06,31842000,1180064520,January,January-1984
4210.192461973219,137584879464.8228,"South Africa",ZAF,1985,19.43,9.7,3.2,5.02,0.27,37.62,32679000,1229383980,January,January-1985
3749.1295790585004,125580844380.14352,"South Africa",ZAF,1986,17.55,10.14,3.09,4.18,0.22,35.18,33496000,1178389280,January,January-1986
3937.85127836944,135060423145.51506,"South Africa",ZAF,1987,18.14,10.59,3.14,4.66,0.16,36.69,34298000,1258393620,January,January-1987
3793.1125335698002,133142043040.83356,"South Africa",ZAF,1988,17.19,10.75,3.31,4.7,0.25,36.2,35101000,1270656200,January,January-1988
3668.3395173335807,131803438857.79556,"South Africa",ZAF,1989,16.46,10.69,3.54,4.66,0.25,35.599999999999994,35930000,1279107999.9999998,January,January-1989
3804.275056726401,140001126362.5883,"South Africa",ZAF,1990,17.19,15.11,3.54,4.58,0.28,40.699999999999996,36801000,1497800699.9999998,January,January-1990
3922.43430105698,147950299401.56824,"South Africa",ZAF,1991,18.11,13.94,3.01,4.48,0.3,39.83999999999999,37719000,1502724959.9999995,January,January-1991
4090.3439182595203,158185870350.85043,"South Africa",ZAF,1992,18.96,13.85,3.34,4.62,0.32,41.09,38673000,1589073570.0000002,January,January-1992
3918.71700753146,155314429876.5019,"South Africa",ZAF,1993,18.45,13.8,3.08,4.16,0.31,39.8,39634000,1577433200,January,January-1993
3585.30577687464,145434343533.14288,"South Africa",ZAF,1994,16.56,15.25,3.15,3.95,1.29,40.2,40564000,1630672800,January,January-1994
3027.2983069401002,125439132646.37,"South Africa",ZAF,1995,13.32,16.32,3.33,3.76,0.66,37.38999999999999,41436000,1549292039.9999998,January,January-1995
2949.5483143385604,124591870345.97513,"South Africa",ZAF,1996,12.69,16.93,3.19,3.89,0.25,36.949999999999996,42241000,1560804949.9999998,January,January-1996
2962.05812557868,127329992644.25072,"South Africa",ZAF,1997,12.82,18.3,3.03,3.8,0.23,38.17999999999999,42987000,1641243659.9999998,January,January-1997
2764.3419821241605,120751986463.14758,"South Africa",ZAF,1998,11.8,16.78,2.87,3.7,0.25,35.400000000000006,43682000,1546342800.0000002,January,January-1998
2824.45790400784,125233639005.80362,"South Africa",ZAF,1999,11.52,18.2,3.01,4.21,0.29,37.23,44339000,1650740969.9999998,January,January-1999
3316.2934893745405,149127085630.19434,"South Africa",ZAF,2000,14.01,20.17,2.54,4.62,0.25,41.589999999999996,44968000,1870219119.9999998,January,January-2000
2754.8790733042397,125542594249.5475,"South Africa",ZAF,2001,11.43,21.04,2.62,3.83,0.16,39.07999999999999,45571000,1780914679.9999995,January,January-2001
2806.2292184935,129510284662.69351,"South Africa",ZAF,2002,12.23,21.6,2.56,3.38,0.25,40.02,46151000,1846963020.0000002,January,January-2002
2982.69952831966,139348739263.5662,"South Africa",ZAF,2003,12.99,21.91,3.24,3.61,0.29,42.04,46719000,1964066760,January,January-2003
3111.7617850276397,147161438337.52713,"South Africa",ZAF,2004,13.7,22.23,3.53,3.65,0.33,43.44,47292000,2054364480,January,January-2004
3285.1467358693008,157296110860.158,"South Africa",ZAF,2005,14.74,23.57,3.63,3.61,0.36,45.910000000000004,47881000,2198216710,January,January-2005
3627.60733857796,175899052240.3067,"South Africa",ZAF,2006,16.54,25.3,3.52,3.81,0.36,49.53000000000001,48489000,2401660170.0000005,January,January-2006
3511.30655120774,172475377795.3242,"South Africa",ZAF,2007,16.22,27.79,5,3.28,0.51,52.8,49120000,2593536000,January,January-2007
3509.8836272773797,174718497082.2407,"South Africa",ZAF,2008,15.29,30.49,6.2,3.92,0.65,56.550000000000004,49779000,2815002450,January,January-2008
3472.0015413902,175256221804.75314,"South Africa",ZAF,2009,15.11,31.27,6.62,3.82,0.66,57.47999999999999,50477000,2901417959.9999995,January,January-2009
3610.9634193109805,184942713446.8505,"South Africa",ZAF,2010,16.29,33.19,4.42,3.58,0.75,58.23,51217000,2982365910,January,January-2010
3503.7293104799,182207939062.19672,"South Africa",ZAF,2011,15.83,34.79,4.48,3.34,0.87,59.309999999999995,52004000,3084357239.9999995,January,January-2011
3555.52887984494,187849257308.84772,"South Africa",ZAF,2012,15.94,35.49,4.59,3.49,0.86,60.37,52833000,3189528210,January,January-2012
4053.58147193852,217624628483.96332,"South Africa",ZAF,2013,18.03,37.57,4.16,4.28,0.88,64.92,53687000,3485360040,January,January-2013
3789.3135848314005,206684320171.0439,"South Africa",ZAF,2014,17.34,35.45,4.27,3.54,0.65,61.25,54544000,3340820000,January,January-2014
3834.2966716455194,212366355455.75873,"South Africa",ZAF,2015,18.02,34.53,4.38,3.21,0.66,60.8,55386000,3367468800,January,January-2015
3845.2875122125597,216135920486.44354,"South Africa",ZAF,2016,18.04,36.3,4.28,3.19,0.66,62.46999999999999,56208000,3511313759.9999995,January,January-2016
3542.3141092304595,201947327367.2285,"South Africa",ZAF,2017,16.57,35.69,4.19,2.88,0.68,60.01,57010000,3421170100,January,January-2017
169.45259957102,4420001607.210485,"South Korea",KOR,1961,0.81,0.64,2.44,0.03,0.19,4.11,26084000,107205240.00000001,January,January-1961
178.96204452672,4798330337.850417,"South Korea",KOR,1962,0.92,0.6,1.51,0.04,0.17,3.24,26812000,86870880,January,January-1962
220.4113523338,6065279593.521509,"South Korea",KOR,1963,1.14,0.63,2.13,0.03,0.29,4.22,27518000,116125960,January,January-1963
307.97873020144,8688079978.982622,"South Korea",KOR,1964,1.67,0.67,2.37,0.02,0.25,4.9799999999999995,28210000,140485800,January,January-1964
265.38095471416,7668448067.420367,"South Korea",KOR,1965,1.39,0.69,2.68,0.02,0.18,4.959999999999999,28896000,143324159.99999997,January,January-1965
211.32469012006004,6249505060.920536,"South Korea",KOR,1966,1.02,0.67,3.3,0.02,0.17,5.18,29573000,153188140,January,January-1966
211.40885001793998,6392369397.992452,"South Korea",KOR,1967,1.08,0.85,2.44,0.01,0.19,4.57,30237000,138183090,January,January-1967
228.75782235936,7066786648.325349,"South Korea",KOR,1968,1.2,1.14,2.04,0.01,0.18,4.569999999999999,30892000,141176439.99999997,January,January-1968
218.37686136624,6888479714.936675,"South Korea",KOR,1969,1.1,1.4,2.44,0.01,0.14,5.089999999999999,31544000,160558959.99999997,January,January-1969
238.50907020548,7679038024.335633,"South Korea",KOR,1970,1.21,1.46,2.61,0.01,0.11,5.3999999999999995,32196000,173858399.99999997,January,January-1970
248.59329037936004,8166538182.252357,"South Korea",KOR,1971,1.25,1.58,2.52,0.03,0.1,5.4799999999999995,32851000,180023479.99999997,January,January-1971
260.34992570614,8723544960.635633,"South Korea",KOR,1972,1.22,1.71,2.62,0.11,0.07,5.73,33507000,191995110,January,January-1972
299.15826356376004,10217451333.75666,"South Korea",KOR,1973,1.43,1.61,2.56,0.14,0.14,5.879999999999999,34154000,200825519.99999997,January,January-1973
344.17282202112,11970674922.716574,"South Korea",KOR,1974,1.6,1.62,2.61,0.23,0.13,6.19,34781000,215294390,January,January-1974
478.6463603770201,16934029583.778593,"South Korea",KOR,1975,2.43,1.67,2.61,0.22,0.18,7.1099999999999985,35379000,251544689.99999994,January,January-1975
445.12201009036005,15998575286.66772,"South Korea",KOR,1976,2.11,1.79,3.08,0.29,0.18,7.45,35942000,267767900,January,January-1976
449.63216265776,16400333132.941795,"South Korea",KOR,1977,2.01,2.11,3.95,0.34,0.19,8.6,36475000,313685000,January,January-1977
701.9137172591,25965192228.84863,"South Korea",KOR,1978,3.24,2.34,4.93,0.55,0.22,11.280000000000001,36992000,417269760.00000006,January,January-1978
838.4389828291798,31450684684.905365,"South Korea",KOR,1979,4.01,2.5,7.7,0.44,0.23,14.88,37511000,558163680,January,January-1979
546.99223725222,20810866658.497963,"South Korea",KOR,1980,2.55,2.47,7.83,0.15,0.18,13.18,38046000,501446280,January,January-1980
673.6453241357202,26004056802.28707,"South Korea",KOR,1981,3.4,2.45,6.88,0.14,0.12,12.99,38602000,501439980,January,January-1981
835.9326563435201,32747661812.2574,"South Korea",KOR,1982,4.35,2.63,7.75,0.12,0.11,14.959999999999999,39175000,586058000,January,January-1982
856.0911424300201,34027910729.30844,"South Korea",KOR,1983,4.3,3.11,9.39,0.16,0.1,17.060000000000002,39748000,678100880.0000001,January,January-1983
770.4395285214399,31045631241.299942,"South Korea",KOR,1984,3.76,3,10.75,0.1,0.09,17.7,40296000,713239200,January,January-1984
855.16828334078,34894286633.43719,"South Korea",KOR,1985,4.18,3.21,10.72,0.18,0.11,18.4,40804000,750793600,January,January-1985
971.3075932628801,40081007835.992744,"South Korea",KOR,1986,5.07,4.97,7.84,0.12,0.14,18.14,41265000,748547100,January,January-1986
982.5500826914601,40959565297.1589,"South Korea",KOR,1987,5,5.37,9.01,0.16,0.12,19.660000000000004,41687000,819566420.0000001,January,January-1987
992.6764031813801,41778771780.69475,"South Korea",KOR,1988,4.83,5.61,9.98,0.3,0.11,20.830000000000002,42087000,876672210.0000001,January,January-1988
1016.9203717373802,43209963515.49302,"South Korea",KOR,1989,4.91,5.74,11.11,0.29,0.1,22.15,42491000,941175649.9999999,January,January-1989
1168.8952390398001,50166645869.11014,"South Korea",KOR,1990,5.78,6.32,12.83,0.22,0.11,25.259999999999998,42918000,1084108680,January,January-1990
1442.88235378844,62582136330.866005,"South Korea",KOR,1991,7.43,7.66,12.84,0.19,0.12,28.240000000000002,43373000,1224853520,January,January-1991
1671.0022454873802,73270106460.13065,"South Korea",KOR,1992,8.31,8.57,17.15,0.36,0.14,34.53,43848000,1514071440,January,January-1992
1588.42295174666,70422731565.68817,"South Korea",KOR,1993,7.89,8.94,17.34,0.26,0.13,34.56,44335000,1532217600,January,January-1993
1716.3482227641398,76926727344.28874,"South Korea",KOR,1994,8.62,9.32,18.22,0.24,0.15,36.55,44820000,1638170999.9999998,January,January-1994
1858.9277081340401,84196412684.51508,"South Korea",KOR,1995,9.38,9.8,18.73,0.29,0.19,38.38999999999999,45293000,1738798269.9999998,January,January-1995
1978.4347421245802,90515367886.94167,"South Korea",KOR,1996,10.05,10.51,20.04,0.24,0.21,41.050000000000004,45751000,1878078550.0000002,January,January-1996
2280.5310018698,105351410162.37729,"South Korea",KOR,1997,11.95,9.85,20.18,0.21,0.2,42.39,46196000,1958248440,January,January-1997
2081.64330533866,97048292538.19366,"South Korea",KOR,1998,10.86,8.71,19.55,0.18,0.14,39.440000000000005,46621000,1838732240.0000002,January,January-1998
2370.52266110862,111454863957.344,"South Korea",KOR,1999,12.36,10.62,22.85,0.15,0.18,46.16,47017000,2170304720,January,January-1999
2502.3850287788405,118560500278.51268,"South Korea",KOR,2000,13.16,10.76,23.37,0.12,0.17,47.580000000000005,47379000,2254292820.0000005,January,January-2000
1973.7423591127204,94159352983.83144,"South Korea",KOR,2001,10,11.15,22.18,0.11,0.22,43.66,47706000,2082843959.9999998,January,January-2001
2603.6818495778602,124976728779.73729,"South Korea",KOR,2002,13.65,11.57,24.79,0.12,0.22,50.349999999999994,48000000,2416799999.9999995,January,January-2002
2657.2288723159,128240522606.83765,"South Korea",KOR,2003,13.8,11.22,27.71,0.12,0.26,53.11,48261000,2563141710,January,January-2003
1946.64303453466,94398560673.68927,"South Korea",KOR,2004,9.67,9.91,25.15,0.13,0.24,45.1,48493000,2187034300,January,January-2004
2106.3810181378203,102582861964.32999,"South Korea",KOR,2005,10.45,12.65,26.35,0.13,0.22,49.800000000000004,48701000,2425309800,January,January-2005
2234.53698210164,109224167685.12817,"South Korea",KOR,2006,10.98,13.51,29.82,0.12,0.22,54.65,48880000,2671292000,January,January-2006
2305.1701325572203,113034017449.9433,"South Korea",KOR,2007,11.32,13.25,31.39,0.12,0.22,56.3,49035000,2760670500,January,January-2007
2290.900562827,112671071480.95752,"South Korea",KOR,2008,11.25,13.15,31.2,0.12,0.2,55.919999999999995,49182000,2750257439.9999995,January,January-2008
2375.3339893595403,117215606372.92523,"South Korea",KOR,2009,11.8,14,30.3,0.11,0.19,56.4,49347000,2783170800,January,January-2009
2488.58590279128,123299477139.69676,"South Korea",KOR,2010,12.37,15.28,31.14,0.12,0.22,59.129999999999995,49546000,2929654980,January,January-2010
2861.9331446414803,142484203539.12073,"South Korea",KOR,2011,14.61,16.34,30.92,0.13,0.2,62.20000000000001,49786000,3096689200.0000005,January,January-2011
2810.0431160978005,140673568434.972,"South Korea",KOR,2012,14.16,16.38,32.75,0.14,0.19,63.62,50061000,3184880820,January,January-2012
2867.9629101566798,144390460674.7482,"South Korea",KOR,2013,14.53,16,32.76,0.14,0.18,63.61,50346000,3202509060,January,January-2013
2758.3833629356004,139596265231.44485,"South Korea",KOR,2014,13.82,16.17,33.44,0.13,0.16,63.72,50608000,3224741760,January,January-2014
2851.9121971386003,144942733595.17508,"South Korea",KOR,2015,14.21,16.33,35.94,0.14,0.14,66.75999999999999,50823000,3392943479.9999995,January,January-2015
