per_capita_water_use,Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
62418.53,1954573848420,Myanmar,MMR,1976,2.72,1.62,2.12,0.09,0,6.55,31314000,205106700,January,January-1976
61911.74,1982847296980,Myanmar,MMR,1977,2.71,1.58,2.09,0.09,0,6.47,32027000,207214690,January,January-1977
62785.579999999994,2056164959419.9998,Myanmar,MMR,1978,2.73,1.6,2.17,0.09,0,6.59,32749000,215815910,January,January-1978
64727.369999999995,2167137074969.9998,Myanmar,MMR,1979,2.78,1.76,2.25,0.09,0,6.88,33481000,230349280,January,January-1979
65564.66,2243884923840,Myanmar,MMR,1980,2.8,1.91,2.23,0.09,0,7.029999999999999,34224000,240594719.99999997,January,January-1980
67577.51,2363590989760,Myanmar,MMR,1981,2.84,2.22,2.21,0.11,0,7.380000000000001,34976000,258122880.00000003,January,January-1981
68891.68,2461775293119.9995,Myanmar,MMR,1982,2.86,2.46,2.19,0.12,0,7.63,35734000,272650420,January,January-1982
69018.14,2518609964880,Myanmar,MMR,1983,2.85,2.56,2.15,0.13,0,7.69,36492000,280623480,January,January-1983
69290.98,2580534677160,Myanmar,MMR,1984,2.84,2.68,2.12,0.14,0,7.779999999999999,37242000,289742760,January,January-1984
69785.62,2650248490740,Myanmar,MMR,1985,2.85,2.78,2.09,0.15,0,7.87,37977000,298878990,January,January-1985
68754.24,2660651579520,Myanmar,MMR,1986,2.8,2.74,2.09,0.14,0,7.77,38698000,300683460,January,January-1986
69446.23999999999,2736459640959.9995,Myanmar,MMR,1987,2.8,2.9,2.09,0.14,0,7.929999999999999,39404000,312473719.99999994,January,January-1987
69931.98,2803293350280,Myanmar,MMR,1988,2.8,3.04,2.07,0.14,0,8.05,40086000,322692300,January,January-1988
58733.560000000005,2392276632360,Myanmar,MMR,1989,2.49,1.97,1.8,0.12,0,6.38,40731000,259863780,January,January-1989
40593.04,1677913308400,Myanmar,MMR,1990,1.53,1.85,1.27,0.16,0,4.8100000000000005,41335000,198821350.00000003,January,January-1990
40961.18,1715863830200,Myanmar,MMR,1991,1.53,1.9,1.31,0.15,0,4.890000000000001,41890000,204842100.00000003,January,January-1991
42098.96,1785080101920,Myanmar,MMR,1992,1.52,2.04,1.41,0.16,0,5.13,42402000,217522260,January,January-1992
43043.759999999995,1846146866399.9998,Myanmar,MMR,1993,1.52,2.12,1.51,0.16,0,5.3100000000000005,42890000,227745900.00000003,January,January-1993
48093.659999999996,2086447251779.9998,Myanmar,MMR,1994,1.52,2.18,2.31,0.16,0,6.17,43383000,267673110,January,January-1994
50609.869999999995,2221874512740,Myanmar,MMR,1995,1.52,2.52,2.47,0.17,0,6.68,43902000,293265360,January,January-1995
54157.44,2407406522880,Myanmar,MMR,1996,1.62,2.79,2.61,0.17,0,7.1899999999999995,44452000,319609880,January,January-1996
57055.270000000004,2569027642290,Myanmar,MMR,1997,1.76,3.01,2.56,0.18,0,7.51,45027000,338152770,January,January-1997
58975.04,2689910549440,Myanmar,MMR,1998,1.9,3.17,2.39,0.19,0,7.650000000000001,45611000,348924150.00000006,January,January-1998
59101.38,2729360829780,Myanmar,MMR,1999,1.7,3.65,2.55,0.21,0,8.11,46181000,374527910,January,January-1999
67858,3170325760000,Myanmar,MMR,2000,1.91,4.99,2.46,0.24,0,9.6,46720000,448512000,January,January-2000
73486.01000000001,3470376822250.0005,Myanmar,MMR,2001,1.98,5.8,2.62,0.25,0,10.649999999999999,47225000,502946249.99999994,January,January-2001
86311.91,4117250730820,Myanmar,MMR,2002,2.1,6.67,3.81,0.26,0,12.84,47702000,612493680,January,January-2002
102307.69,4926012965810,Myanmar,MMR,2003,2.45,8.32,4.33,0.3,0.01,15.41,48149000,741976090,January,January-2003
114181.28,5545099681920,Myanmar,MMR,2004,2.37,10.15,5.08,0.38,0.01,17.990000000000002,48564000,873666360.0000001,January,January-2004
133835.21000000002,6551233529500.001,Myanmar,MMR,2005,2.58,12.1,6.34,0.43,0,21.45,48950000,1049977500,January,January-2005
151652.94,7476641594940,Myanmar,MMR,2006,2.91,13.89,7.1,0.48,0,24.38,49301000,1201958380,January,January-2006
166554.03,8264577522630,Myanmar,MMR,2007,3.14,15.41,7.84,0.52,0,26.91,49621000,1335301110,January,January-2007
181782.16999999998,9076383748100,Myanmar,MMR,2008,3.35,16.8,8.78,0.56,0,29.49,49930000,1472435700,January,January-2008
203398.07,10220753017500,Myanmar,MMR,2009,3.47,19.26,10.07,0.72,0.01,33.529999999999994,50250000,1684882499.9999998,January,January-2009
239643.94999999998,12126223513950,Myanmar,MMR,2010,4.93,21.05,10.94,0.81,0.02,37.75000000000001,50601000,1910187750.0000005,January,January-2010
249392.92,12716794383720,Myanmar,MMR,2011,4.99,22.14,11.48,0.91,0.03,39.55,50991000,2016694049.9999998,January,January-2011
248382.66999999998,12770346595380,Myanmar,MMR,2012,5.01,21.98,11.39,0.9,0.02,39.300000000000004,51414000,2020570200.0000002,January,January-2012
246261.2,12769135742400,Myanmar,MMR,2013,4.94,21.87,11.31,0.89,0.02,39.03000000000001,51852000,2023783560.0000005,January,January-2013
330902.24,17299900009440,Myanmar,MMR,2014,6.77,28.47,15.25,1.38,0,51.87,52281000,2711815470,January,January-2014
353886.03,18643069946430,Myanmar,MMR,2015,7.31,30.5,15.91,1.6,0,55.32,52681000,2914312920,January,January-2015
367628.73,19500865982850,Myanmar,MMR,2016,8.11,30.58,16,1.66,0,56.349999999999994,53045000,2989085749.9999995,January,January-2016
383809.62,20488908944460,Myanmar,MMR,2017,8.53,30.37,17.48,1.86,0,58.239999999999995,53383000,3109025919.9999995,January,January-2017
100299.44,4620293703600,Pakistan,PAK,1961,5.18,0.21,0,2.23,0.21,7.829999999999999,46065000,360688949.99999994,January,January-1961
100847.36,4759894544640,Pakistan,PAK,1962,5.19,0.22,0,2.27,0.21,7.89,47199000,372400110,January,January-1962
100118.83,4844449827210,Pakistan,PAK,1963,5.12,0.22,0,2.31,0.2,7.8500000000000005,48387000,379837950,January,January-1963
100050.15,4965288844200,Pakistan,PAK,1964,5.09,0.23,0,2.35,0.2,7.87,49628000,390572360,January,January-1964
99255.09999999999,5053871181800,Pakistan,PAK,1965,5.01,0.23,0,2.4,0.19,7.830000000000001,50918000,398687940.00000006,January,January-1965
99297.32,5189277943200,Pakistan,PAK,1966,4.99,0.23,0,2.44,0.19,7.8500000000000005,52260000,410241000,January,January-1966
99407.09,5333786821040,Pakistan,PAK,1967,5,0.24,0,2.43,0.18,7.85,53656000,421199600,January,January-1967
99011.16,5455811949480,Pakistan,PAK,1968,4.98,0.24,0,2.42,0.18,7.82,55103000,430905460,January,January-1968
98990.05,5602638849900,Pakistan,PAK,1969,4.99,0.24,0,2.4,0.17,7.800000000000001,56598000,441464400.00000006,January,January-1969
98723.97,5740009063740,Pakistan,PAK,1970,4.95,0.24,0,2.44,0.18,7.8100000000000005,58142000,454089020,January,January-1970
98941.45,5910168574300,Pakistan,PAK,1971,4.93,0.24,0,2.5,0.17,7.84,59734000,468314560,January,January-1971
99070.26999999999,6081131313139.999,Pakistan,PAK,1972,4.89,0.23,0,2.59,0.17,7.88,61382000,483690160,January,January-1972
101241.97,6388267065030,Pakistan,PAK,1973,4.94,0.25,0,2.74,0.16,8.09,63099000,510470910,January,January-1973
101693.62,6600526099720,Pakistan,PAK,1974,4.87,0.3,0,2.89,0.17,8.23,64906000,534176380,January,January-1974
101288.02,6767761632340,Pakistan,PAK,1975,4.75,0.33,0,3.04,0.16,8.280000000000001,66817000,553244760.0000001,January,January-1975
101784.05,7006203297700,Pakistan,PAK,1976,4.68,0.37,0,3.2,0.16,8.41,68834000,578893940,January,January-1976
102234.66999999998,7254367713859.999,Pakistan,PAK,1977,4.59,0.41,0,3.39,0.15,8.540000000000001,70958000,605981320.0000001,January,January-1977
102003.2,7466328230400,Pakistan,PAK,1978,4.47,0.46,0,3.55,0.15,8.63,73197000,631690110,January,January-1978
102673.36,7758101754960,Pakistan,PAK,1979,4.4,0.52,0,3.72,0.15,8.790000000000001,75561000,664181190.0000001,January,January-1979
105874.47,8263925881380,Pakistan,PAK,1980,4.75,0.58,0,3.44,0.14,8.91,78054000,695461140,January,January-1980
106769.51999999999,8614164873599.999,Pakistan,PAK,1981,4.76,0.65,0,3.49,0.14,9.040000000000001,80680000,729347200.0000001,January,January-1981
107270.9,8949825728800,Pakistan,PAK,1982,4.75,0.68,0,3.55,0.14,9.120000000000001,83432000,760899840.0000001,January,January-1982
108487.55,9360956739300,Pakistan,PAK,1983,4.75,0.86,0,3.6,0.14,9.350000000000001,86286000,806774100.0000001,January,January-1983
111118.31,9913308908340,Pakistan,PAK,1984,4.83,0.94,0,3.72,0.13,9.620000000000001,89214000,858238680.0000001,January,January-1984
114293.6,10536955571200,Pakistan,PAK,1985,4.92,1.09,0,3.85,0.13,9.99,92192000,920998080,January,January-1985
124520.56,11856225120400,Pakistan,PAK,1986,5.57,1.3,0,3.77,0.12,10.76,95215000,1024513400,January,January-1986
127374.25,12519105535500,Pakistan,PAK,1987,5.67,1.34,0,3.9,0.12,11.03,98286000,1084094580,January,January-1987
130680.41999999998,13249687783799.998,Pakistan,PAK,1988,5.76,1.5,0,4.04,0.12,11.42,101390000,1157873800,January,January-1988
134186.25,14024207546250,Pakistan,PAK,1989,5.86,1.63,0,4.2,0.12,11.81,104513000,1234298530,January,January-1989
136967.93,14744323728640,Pakistan,PAK,1990,6,1.45,0,4.36,0.12,11.93,107648000,1284240640,January,January-1990
139543.37,15458474985230,Pakistan,PAK,1991,6.09,1.36,0,4.54,0.12,12.11,110779000,1341533690,January,January-1991
143973.07,16400116376770,Pakistan,PAK,1992,6.23,1.48,0,4.74,0.12,12.57,113911000,1431861270,January,January-1992
151324.91999999998,17718180908040,Pakistan,PAK,1993,6.38,2.24,0,4.94,0.11,13.670000000000002,117087000,1600579290.0000002,January,January-1993
156540.93,18841735957590,Pakistan,PAK,1994,6.54,2.43,0,5.16,0.11,14.24,120363000,1713969120,January,January-1994
160887.52,19914174563040,Pakistan,PAK,1995,6.68,2.47,0,5.39,0.11,14.649999999999999,123777000,1813333049.9999998,January,January-1995
126097.69,16058414723810,Pakistan,PAK,1996,5.51,2.77,0,3.33,0.11,11.719999999999999,127349000,1492530279.9999998,January,January-1996
136570.85,17898565888450,Pakistan,PAK,1997,6.19,2.93,0,3.25,0.11,12.48,131057000,1635591360,January,January-1997
132628.42,17884015099087.363,Pakistan,PAK,1998,6.17,2.11,0,3.24,0.11,11.629999999999999,134843008,1568224183.04,January,January-1998
133190.67,18463555563224.64,Pakistan,PAK,1999,6.17,2.24,0,3.24,0.11,11.76,138624992,1630229905.92,January,January-1999
133009.86,18933155511839.996,Pakistan,PAK,2000,6.15,2.31,0,3.22,0.11,11.790000000000001,142344000,1678235760.0000002,January,January-2000
133798.43,19531627214540,Pakistan,PAK,2001,6.17,2.34,0,3.26,0.11,11.879999999999999,145978000,1734218639.9999998,January,January-2001
134695.64,20143732962000.004,Pakistan,PAK,2002,6.2,2.4,0,3.28,0.11,11.989999999999998,149550000,1793104499.9999998,January,January-2002
135481.95,20741337087494.402,Pakistan,PAK,2003,6.22,2.47,0,3.3,0.11,12.099999999999998,153092992,1852425203.1999996,January,January-2003
136802.78,21432206434277.76,Pakistan,PAK,2004,6.3,2.47,0,3.31,0.11,12.19,156664992,1909746252.48,January,January-2004
137639.02,22064085462080,Pakistan,PAK,2005,6.34,2.46,0,3.34,0.11,12.25,160304000,1963724000,January,January-2005
160411.5,26311176747792,Pakistan,PAK,2006,8.11,3.22,0,2.45,0.12,13.9,164023008,2279919811.2000003,January,January-2006
163149.57,27377803042560,Pakistan,PAK,2007,8.24,3.41,0,2.44,0.12,14.209999999999999,167808000,2384551680,January,January-2007
164892.93,28303705222426.56,Pakistan,PAK,2008,8.28,3.63,0,2.46,0.13,14.500000000000002,171648992,2488910384.0000005,January,January-2008
166966.73,29307002249980,Pakistan,PAK,2009,8.35,3.86,0,2.46,0.13,14.799999999999999,175526000,2597784800,January,January-2009
169414.21999999997,30397145068186.234,Pakistan,PAK,2010,8.45,4.11,0,2.44,0.13,15.129999999999999,179424992,2714700128.96,January,January-2010
172609.19,31646168894600,Pakistan,PAK,2011,8.59,4.37,0,2.43,0.13,15.520000000000001,183340000,2845436800.0000005,January,January-2011
175403.81,32849625536800,Pakistan,PAK,2012,8.69,4.68,0,2.42,0.13,15.92,187280000,2981497600,January,January-2012
179185.53000000003,34271202219845.766,Pakistan,PAK,2013,8.82,5.01,0,2.46,0.12,16.41,191260992,3138592878.72,January,January-2013
168155.07,32841524601109.44,Pakistan,PAK,2014,8.28,4.83,0,2.24,0.08,15.43,195304992,3013556026.56,January,January-2014
170397.45,33981853624329.6,Pakistan,PAK,2015,8.33,5.15,0,2.25,0.08,15.81,199427008,3152940996.48,January,January-2015
173936.25999999998,35418815951550.08,Pakistan,PAK,2016,8.45,5.5,0,2.27,0.08,16.299999999999997,203631008,3319185430.3999996,January,January-2016
178376.69999999998,37085586190200,Pakistan,PAK,2017,8.62,5.86,,2.3,0.08,16.86,207906000,3505295160,January,January-2017
94663.84,2571164558240,Philippines,PHL,1961,2.5,2.28,7.58,0.1,0.23,12.69,27161000,344673090,January,January-1961
106784.73999999999,2998195144979.9995,Philippines,PHL,1962,3.01,2.22,8.32,0.11,0.23,13.89,28077000,389989530,January,January-1962
106574,3092031462000,Philippines,PHL,1963,2.89,2.42,8.42,0.13,0.25,14.110000000000001,29013000,409373430.00000006,January,January-1963
103955.55,3114404322450,Philippines,PHL,1964,2.62,2.5,8.62,0.13,0.24,14.11,29959000,422721490,January,January-1964
113581.04999999999,3510790255499.9995,Philippines,PHL,1965,2.92,2.65,9.42,0.08,0.25,15.32,30910000,473541200,January,January-1965
122857.5,3914731380000,Philippines,PHL,1966,3.23,2.84,9.99,0.11,0.25,16.42,31864000,523206880.00000006,January,January-1966
117986.62,3872792814880,Philippines,PHL,1967,2.81,2.74,10.33,0.11,0.29,16.28,32824000,534374720.00000006,January,January-1967
121286.62,4098881322900,Philippines,PHL,1968,2.64,3.65,10.72,0.07,0.28,17.360000000000003,33795000,586681200.0000001,January,January-1968
120661.03999999998,4197314937439.9995,Philippines,PHL,1969,2.59,3.2,11.04,0.09,0.23,17.15,34786000,596579900,January,January-1969
110530.93000000001,3957449417720.0005,Philippines,PHL,1970,2.33,2.68,10.32,0.14,0.24,15.71,35804000,562480840,January,January-1970
109835.56,4047440386000,Philippines,PHL,1971,2.32,2.85,10.18,0.09,0.22,15.66,36850000,577071000,January,January-1971
105361.89,3995638954470,Philippines,PHL,1972,2.64,2.97,8.42,0.16,0.23,14.420000000000002,37923000,546849660.0000001,January,January-1972
121412,4737860476000,Philippines,PHL,1973,3.32,3.09,9.19,0.21,0.23,16.04,39023000,625928920,January,January-1973
155302.78,6234474800320,Philippines,PHL,1974,5.46,3.14,9.29,0.22,0.23,18.34,40144000,736240960,January,January-1974
113581.08,4689308468880,Philippines,PHL,1975,3.27,3.3,7.83,0.23,0.24,14.870000000000001,41286000,613922820,January,January-1975
102684.22,4358637086340,Philippines,PHL,1976,2.66,3.19,7.66,0.23,0.3,14.040000000000001,42447000,595955880,January,January-1976
99107.2,4323948028800,Philippines,PHL,1977,2.86,3.09,6.62,0.23,0.27,13.07,43629000,570231030,January,January-1977
107153.84,4804563877920,Philippines,PHL,1978,3.22,2.99,7.08,0.25,0.26,13.8,44838000,618764400,January,January-1978
115803.2,5336211456000,Philippines,PHL,1979,2.94,4.45,8.22,0.23,0.24,16.080000000000002,46080000,740966400.0000001,January,January-1979
118636.51000000001,5618387840580,Philippines,PHL,1980,2.8,4.77,8.72,0.3,0.23,16.82,47358000,796561560,January,January-1980
115852.55,5638891166150,Philippines,PHL,1981,2.24,5.25,9.35,0.3,0.24,17.38,48673000,845936740,January,January-1981
104949.75,5250006294000,Philippines,PHL,1982,1.92,5.94,7.84,0.31,0.23,16.24,50024000,812389759.9999999,January,January-1982
106795.76,5490263225840,Philippines,PHL,1983,1.78,5.51,8.79,0.33,0.23,16.639999999999997,51409000,855445759.9999999,January,January-1983
107360.34,5671524681180,Philippines,PHL,1984,1.62,3.51,10.77,0.31,0.22,16.429999999999996,52827000,867947609.9999998,January,January-1984
87213.04999999999,4733575501799.999,Philippines,PHL,1985,1.64,3.51,7.31,0.34,0.21,13.01,54276000,706130760,January,January-1985
95347,5316071985000,Philippines,PHL,1986,1.78,3.57,8.25,0.35,0.21,14.16,55755000,789490800,January,January-1986
101813.25,5830233948000,Philippines,PHL,1987,1.98,3.66,8.75,0.35,0.21,14.950000000000001,57264000,856096800.0000001,January,January-1987
107998.87,6349793561650,Philippines,PHL,1988,2.03,3.49,9.66,0.43,0.21,15.82,58795000,930136900,January,January-1988
120156.23999999999,7250347677839.999,Philippines,PHL,1989,2.38,3.67,10.63,0.45,0.2,17.33,60341000,1045709529.9999999,January,January-1989
124047.17,7677899587150,Philippines,PHL,1990,2.23,3.92,11.5,0.44,0.2,18.29,61895000,1132059550,January,January-1990
136572.08000000002,8666181336400.001,Philippines,PHL,1991,2.19,4.54,13.32,0.39,0.22,20.66,63455000,1310980300,January,January-1991
137186.66,8919876633200,Philippines,PHL,1992,2.28,4.75,13.01,0.41,0.19,20.64,65020000,1342012800,January,January-1992
143832.71,9578395489740,Philippines,PHL,1993,2.4,5.5,13.24,0.43,0.2,21.77,66594000,1449751380,January,January-1993
151271.67,10313853732270,Philippines,PHL,1994,2.72,5.63,13.55,0.44,0.19,22.53,68181000,1536117930,January,January-1994
158961.16999999998,11092946287279.998,Philippines,PHL,1995,2.94,6.07,13.95,0.44,0.19,23.590000000000003,69784000,1646204560.0000002,January,January-1995
171974.74,12279340385480,Philippines,PHL,1996,3.33,6.74,14.65,0.43,0.19,25.34,71402000,1809326680,January,January-1996
184125.69,13446883266390,Philippines,PHL,1997,3.82,7.18,15.1,0.43,0.19,26.720000000000002,73031000,1951388320.0000002,January,January-1997
183068.72,13670107459840,Philippines,PHL,1998,3.75,6.97,15.27,0.42,0.19,26.6,74672000,1986275200,January,January-1998
199677.81,15240608526060,Philippines,PHL,1999,4.52,7.25,15.83,0.44,0.18,28.220000000000002,76326000,2153919720,January,January-1999
205200.53000000003,16003999735760.002,Philippines,PHL,2000,4.79,7.44,15.92,0.44,0.18,28.77,77992000,2243829840,January,January-2000
204916.35,16326300353550,Philippines,PHL,2001,4.49,7.91,16.32,0.43,0.18,29.33,79673000,2336809090,January,January-2001
211160.74,17181093610100,Philippines,PHL,2002,4.59,8.27,16.86,0.42,0.17,30.310000000000002,81365000,2466173150,January,January-2002
212523.49,17650500891480,Philippines,PHL,2003,4.51,8.31,17.25,0.43,0.18,30.68,83052000,2548035360,January,January-2003
212501.66999999998,18001228967370,Philippines,PHL,2004,4.79,8.42,16.49,0.4,0.17,30.27,84711000,2564201970,January,January-2004
204992.68,17696198093680,Philippines,PHL,2005,4.31,8.14,16.63,0.43,0.17,29.68,86326000,2562155680,January,January-2005
213046.69,18724460537410,Philippines,PHL,2006,4.22,8.23,18.01,0.52,0.18,31.16,87889000,2738621240,January,January-2006
227814.96,20367796498800,Philippines,PHL,2007,4.75,9.19,18.36,0.56,0.19,33.05,89405000,2954835249.9999995,January,January-2007
230557.61,20958147864220,Philippines,PHL,2008,4.78,9.83,18.22,0.6,0.19,33.62,90902000,3056125240,January,January-2008
225553.79,20844327949060,Philippines,PHL,2009,4.39,9.98,18.28,0.6,0.2,33.45000000000001,92414000,3091248300.000001,January,January-2009
232304.08000000002,21828917485360,Philippines,PHL,2010,4.57,10.65,18.46,0.6,0.19,34.47,93967000,3239042490,January,January-2010
229541.66999999998,21937297401900,Philippines,PHL,2011,4.36,11.14,18.2,0.59,0.19,34.480000000000004,95570000,3295253600.0000005,January,January-2011
229396.34000000003,22300306400420.004,Philippines,PHL,2012,4.24,11.63,18.16,0.57,0.18,34.78,97213000,3381068140,January,January-2012
229182.13,22659695557360,Philippines,PHL,2013,4.06,11.91,18.4,0.56,0.17,35.1,98872000,3470407200,January,January-2013
228682.66,22985580204580,Philippines,PHL,2014,4.41,12.56,16.99,0.53,0.09,34.58,100513000,3475739540,January,January-2014
231621.26,23651541722380,Philippines,PHL,2015,4.33,13.04,17.34,0.53,0.1,35.339999999999996,102113000,3608673419.9999995,January,January-2015
242731.81,25162550351840,Philippines,PHL,2016,4.55,13.78,18.08,0.54,0.1,37.05,103664000,3840751199.9999995,January,January-2016
243715.63999999998,25632305005720,Philippines,PHL,2017,4.68,13.87,17.83,0.55,0.1,37.029999999999994,105173000,3894556189.9999995,January,January-2017
362518.64,10881359498240,Poland,POL,1961,9.3,1.66,34.23,0.8,0.65,46.63999999999999,30016000,1399946239.9999998,January,January-1961
373371.78,11346395022420,Poland,POL,1962,10.4,1.97,33.06,0.75,0.51,46.690000000000005,30389000,1418862410.0000002,January,January-1962
391944.14,12046795087040,Poland,POL,1963,12.59,1.95,30.67,0.66,0.47,46.339999999999996,30736000,1424306240,January,January-1963
410700.07,12755933474130,Poland,POL,1964,13.62,2.03,31.21,0.58,0.51,47.949999999999996,31059000,1489279049.9999998,January,January-1964
404179.44999999995,12675471731449.998,Poland,POL,1965,11.75,2.17,34.79,0.61,0.36,49.68,31361000,1558014480,January,January-1965
408694.77,12931511217570,Poland,POL,1966,11.62,2.59,35.59,0.6,0.32,50.720000000000006,31641000,1604831520.0000002,January,January-1966
431053.48,13751468118960,Poland,POL,1967,13.18,2.7,35.17,0.64,0.33,52.019999999999996,31902000,1659542039.9999998,January,January-1967
440831.41000000003,14172729831500.002,Poland,POL,1968,13.64,2.86,35.43,0.69,0.38,53,32150000,1703950000,January,January-1968
438562.65,14206359921450,Poland,POL,1969,13.6,3.28,34.88,0.67,0.44,52.870000000000005,32393000,1712617910.0000002,January,January-1969
445028.30999999994,14525279010089.998,Poland,POL,1970,14.16,3.45,34.41,0.66,0.44,53.11999999999999,32639000,1733783679.9999998,January,January-1970
464153.99,15266024731100,Poland,POL,1971,13.95,3.22,38.34,0.64,0.44,56.59,32890000,1861245100,January,January-1971
480224.43000000005,15917999181210.002,Poland,POL,1972,12.5,3.95,44.2,0.66,0.47,61.78,33147000,2047821660,January,January-1972
500986.8,16738970961600,Poland,POL,1973,12.83,4.7,46.32,0.63,0.46,64.94,33412000,2169775280,January,January-1973
535944.61,18053830132460,Poland,POL,1974,14.47,5.01,47.8,0.57,0.47,68.32,33686000,2301427520,January,January-1974
591009.33,20077177949430,Poland,POL,1975,17.09,6.26,49.48,0.48,0.43,73.74000000000001,33971000,2505021540.0000005,January,January-1975
625443.55,21431448684300,Poland,POL,1976,22.21,7.29,41.35,0.45,0.4,71.7,34266000,2456872200,January,January-1976
618442.96,21380191570160,Poland,POL,1977,21.76,8.55,40.4,0.47,0.5,71.68,34571000,2478049280,January,January-1977
599340.9099999999,20908606986259.996,Poland,POL,1978,18.86,9.73,43.75,0.52,0.43,73.29,34886000,2556794940,January,January-1978
609251.9500000001,21451151907550.004,Poland,POL,1979,18.42,10.76,45.75,0.55,0.43,75.91000000000001,35209000,2672715190.0000005,January,January-1979
628991.56,22354360042400.004,Poland,POL,1980,20.16,11.21,44.33,0.49,0.44,76.63,35540000,2723430200,January,January-1980
538700.96,19327513042880,Poland,POL,1981,16.73,11.64,37.8,0.47,0.29,66.93,35878000,2401314540.0000005,January,January-1981
498862.99,18069815223780,Poland,POL,1982,15.82,5.52,37.91,0.47,0.5,60.22,36222000,2181288840,January,January-1982
521911.36,19078991676160,Poland,POL,1983,17.54,5.23,37.57,0.45,0.53,61.32000000000001,36556000,2241613920.0000005,January,January-1983
511375.60000000003,18851350118400,Poland,POL,1984,17.6,6.76,34.39,0.56,0.56,59.870000000000005,36864000,2207047680,January,January-1984
536959.24,19939444418160,Poland,POL,1985,18.05,7.03,36.87,0.86,0.63,63.440000000000005,37134000,2355780960,January,January-1985
588846.38,21999300756800,Poland,POL,1986,19.13,7.62,42.08,1.03,0.61,70.47,37360000,2632759200,January,January-1986
591881.54,22221600537760,Poland,POL,1987,18.85,8.15,43.32,0.76,0.43,71.51,37544000,2684771440,January,January-1987
609181.8300000001,22964327445510.004,Poland,POL,1988,19.41,8.1,44.95,0.66,0.31,73.43,37697000,2768090710.0000005,January,January-1988
595855.0700000001,22542984863310.004,Poland,POL,1989,17.92,8.42,46.49,0.55,0.25,73.63000000000001,37833000,2785643790.0000005,January,January-1989
594285.1699999999,22559065053199.996,Poland,POL,1990,18,7.6,46.38,0.71,0.31,73,37960000,2771080000,January,January-1990
614002.27,23383048448410,Poland,POL,1991,17.1,8.18,51.6,0.69,0.4,77.97,38083000,2969331510,January,January-1991
574185.78,21932748424440,Poland,POL,1992,14.12,9.02,52.03,0.68,0.22,76.07000000000001,38198000,2905721860.0000005,January,January-1992
546424.79,20928615881790,Poland,POL,1993,13,9.35,50.39,0.44,0.22,73.4,38301000,2811293400,January,January-1993
489052.38,18774231815820,Poland,POL,1994,10.35,10.62,47.05,0.21,0.28,68.50999999999999,38389000,2630030389.9999995,January,January-1994
492808.80000000005,18952933639200,Poland,POL,1995,10.22,10.28,48.36,0.14,0.25,69.25,38459000,2663285750,January,January-1995
503333.63,19383378091300,Poland,POL,1996,10.51,10.37,49.35,0.11,0.25,70.59,38510000,2718420900,January,January-1996
465615.55,17947151374750,Poland,POL,1997,9.86,12.52,43.23,0.07,0.15,65.83,38545000,2537417350,January,January-1997
481956.72,18586178950080,Poland,POL,1998,9.4,13.27,46.66,0.03,0.21,69.57,38564000,2682897479.9999995,January,January-1998
493597.64,19037073779520,Poland,POL,1999,9.07,14.03,48.89,0.04,0.3,72.33000000000001,38568000,2789623440.0000005,January,January-1999
473421.16000000003,18253699666120,Poland,POL,2000,8.04,14.51,47.84,0.03,0.29,70.71000000000001,38557000,2726365470.0000005,January,January-2000
453915.32999999996,17489357664899.998,Poland,POL,2001,6.36,17.04,47.08,0.03,0.23,70.74,38530000,2725612200,January,January-2001
465364.88,17911428866320,Poland,POL,2002,5.96,19.59,48.18,0.03,0.16,73.92,38489000,2845106880,January,January-2002
480892.08,18486453339360,Poland,POL,2003,6.62,18.26,50.02,0.04,0.17,75.11000000000001,38442000,2887378620.0000005,January,January-2003
461702.23,17729365632000,Poland,POL,2004,6.01,19.32,47.62,0.04,0.17,73.16,38400000,2809344000,January,January-2004
444206.55,17043761116950,Poland,POL,2005,4.5,20.4,47.82,0.03,0.1,72.85,38369000,2795181650,January,January-2005
468984.43,17987428828220,Poland,POL,2006,5.12,20.23,50.47,0.04,0.11,75.97,38354000,2913753380,January,January-2006
461588.36,17703298371080,Poland,POL,2007,4.61,19.77,50.88,0.04,0.14,75.44000000000001,38353000,2893350320.0000005,January,January-2007
450576.34,17282756673380.002,Poland,POL,2008,4.37,18.55,50.54,0.04,0.09,73.59000000000002,38357000,2822691630.0000005,January,January-2008
448933.64,17217502961280,Poland,POL,2009,4.15,21.44,48.73,0.05,0.17,74.53999999999999,38352000,2858758079.9999995,January,January-2009
436747.16,16740518642799.998,Poland,POL,2010,2.76,21.52,50.23,0.04,0.17,74.72,38330000,2864017600,January,January-2010
441774.72,16914228704639.998,Poland,POL,2011,2.43,22.44,51.24,0.05,0.13,76.28999999999999,38287000,2920915229.9999995,January,January-2011
430485.06,16456152388620,Poland,POL,2012,2.41,25.75,47.03,0.04,0.12,75.35000000000001,38227000,2880404450.0000005,January,January-2012
431072.02999999997,16448846520739.998,Poland,POL,2013,2.32,27.41,46.19,0.02,0.14,76.08,38158000,2903060640,January,January-2013
473379.73,18031507295430,Poland,POL,2014,3.22,27.54,50.83,0.03,0.1,81.72,38091000,3112796520,January,January-2014
