per_capita_water_use,Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Meat_Consumption,month,dates
207716.94,11024784307440,Mexico,MEX,1971,8.29,4.27,9.21,0.72,0.72,23.209999999999997,53076000,1231893959.9999998,January,January-1971
210040.05,11487090334500,Mexico,MEX,1972,7.97,4.37,10.13,0.87,0.74,24.08,54690000,1316935200,January,January-1972
210897.83000000002,11878609376920,Mexico,MEX,1973,7.61,4.68,11.02,0.84,0.64,24.79,56324000,1396271960,January,January-1973
222406.33000000002,12892227731110,Mexico,MEX,1974,7.92,4.94,12,0.81,0.66,26.33,57967000,1526271110,January,January-1974
248501.36,14812669066880,Mexico,MEX,1975,9.16,5.03,13.13,0.79,0.74,28.849999999999998,59608000,1719690799.9999998,January,January-1975
274481.03,16809767239260.002,Mexico,MEX,1976,10.35,5.23,14.29,0.77,0.76,31.4,61242000,1922998800,January,January-1976
290022.88,18233738465600,Mexico,MEX,1977,10.86,5.42,15.45,0.76,0.73,33.22,62870000,2088541400,January,January-1977
287492.83,18541850070850,Mexico,MEX,1978,10.35,5.69,16.16,0.75,0.64,33.59,64495000,2166387050,January,January-1978
276412.42000000004,18277494860080.004,Mexico,MEX,1979,9.22,6,16.98,0.76,0.62,33.58,66124000,2220443920,January,January-1979
303440.32000000007,20561419523520.004,Mexico,MEX,1980,10.57,6.33,17.78,0.76,0.63,36.07,67761000,2444139270,January,January-1980
325911.69,22620878579520,Mexico,MEX,1981,11.73,6.75,18.17,0.81,0.83,38.290000000000006,69408000,2657632320.0000005,January,January-1981
330743.3,23502288154700,Mexico,MEX,1982,11.84,6.9,18.6,0.8,0.83,38.97,71059000,2769169230,January,January-1982
350336.14,25472590403260,Mexico,MEX,1983,12.64,6.99,19.85,0.73,0.8,41.01,72709000,2981796090,January,January-1983
337944.6,25127194843800,Mexico,MEX,1984,12.09,7.26,19.06,0.69,0.77,39.87,74353000,2964454110,January,January-1984
326322.73,24794979993590,Mexico,MEX,1985,12.01,8.04,16.63,0.78,0.87,38.32999999999999,75983000,2912428389.9999995,January,January-1985
361984.94,28089669359060,Mexico,MEX,1986,15.69,9.34,12.1,0.83,0.83,38.79,77599000,3010065210,January,January-1986
355930.16000000003,28189668672000.004,Mexico,MEX,1987,15.7,9.14,11.31,0.76,0.86,37.769999999999996,79200000,2991383999.9999995,January,January-1987
354313.5,28624633351500,Mexico,MEX,1988,15.68,9.11,11.04,0.81,1.03,37.67,80789000,3043321630,January,January-1988
320013.33999999997,26359178802459.996,Mexico,MEX,1989,14.28,8.33,9.45,0.83,1.06,33.95,82369000,2796427550,January,January-1989
314898.6,26433533179799.996,Mexico,MEX,1990,13.56,9.9,9.33,0.82,1.1,34.71,83943000,2913661530,January,January-1990
350578.94,29979056896220,Mexico,MEX,1991,15.12,11.32,10.13,0.9,1.09,38.56,85513000,3297381280,January,January-1991
361246.35,31455525926249.996,Mexico,MEX,1992,15.54,11.94,10.28,0.97,1.1,39.83,87075000,3468197250,January,January-1992
359145.91000000003,31829306273750.004,Mexico,MEX,1993,14.94,13.76,10.13,0.99,1.17,40.99,88625000,3632738750,January,January-1993
385468.47,34752295381319.996,Mexico,MEX,1994,16.11,14.61,10.9,0.99,1.19,43.8,90156000,3948832799.9999995,January,January-1994
373341.68,34221618413840,Mexico,MEX,1995,15.3,15.85,10.24,0.87,1,43.26,91663000,3965341380,January,January-1995
357403.4,33291054499800.004,Mexico,MEX,1996,14.59,15.44,9.79,0.81,0.97,41.6,93147000,3874915200,January,January-1996
380016.71,35953760949810,Mexico,MEX,1997,15.3,17.65,10.04,0.88,0.96,44.830000000000005,94611000,4241411130.0000005,January,January-1997
408577.41000000003,39246311694960,Mexico,MEX,1998,16.45,19.21,10.62,0.95,1.36,48.589999999999996,96056000,4667361040,January,January-1998
421317.31,41072117965350,Mexico,MEX,1999,16.77,20.36,11.02,1,1.23,50.37999999999999,97485000,4911294299.999999,January,January-1999
437744.5,43292931050000,Mexico,MEX,2000,17.15,21.37,11.88,1.12,1.52,53.04,98900000,5245656000,January,January-2000
446496.58,44782713980840,Mexico,MEX,2001,17.32,22.32,12.13,1.18,1.84,54.790000000000006,100298000,5495327420.000001,January,January-2001
461177.23999999993,46894807649399.99,Mexico,MEX,2002,17.84,23.55,12.34,1.19,1.58,56.5,101685000,5745202500,January,January-2002
450890.10000000003,46478202398100,Mexico,MEX,2003,16.95,24.48,12.3,1.15,1.11,55.99,103081000,5771505190,January,January-2003
451084.03,47145047395450,Mexico,MEX,2004,16.36,25.41,12.96,1.3,0.99,57.019999999999996,104515000,5959445300,January,January-2004
459289.14,48686945285700,Mexico,MEX,2005,16.53,27.33,12.74,1.14,0.95,58.690000000000005,106005000,6221433450.000001,January,January-2005
