Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month
1754.86922747226,Japan,JPN,2015,8.5,17.68,19.71,0.15,0.1,46.14,127985000,5905227900,January-2015,January
1761.2433910962604,Japan,JPN,2016,8.47,17.88,20.63,0.15,0.1,47.230000000000004,127763000,6034246490.000001,January-2016,January
1891.5609874473002,Japan,JPN,2017,9.19,18.5,21.39,0.15,0.1,49.33,127503000,6289722990,January-2017,January
1676.8424421493603,Mexico,MEX,1961,8.54,3.39,10.57,0.75,1.03,24.28,38966000,946094480,January-1961,January
1888.2297214538203,Mexico,MEX,1962,9.88,3.62,10.24,0.72,0.93,25.39,40195000,1020551050,January-1962,January
1875.54767855166,Mexico,MEX,1963,9.82,3.65,9.96,0.72,0.91,25.06,41462000,1039037720,January-1963,January
1948.50650909694,Mexico,MEX,1964,10.27,3.69,9.7,0.73,0.91,25.299999999999997,42771000,1082106299.9999998,January-1964,January
1933.75439092522,Mexico,MEX,1965,10.2,3.89,9.44,0.72,0.89,25.14,44124000,1109277360,January-1965,January
1884.65601583598,Mexico,MEX,1966,9.95,3.92,9.19,0.69,0.84,24.59,45520000,1119336800,January-1966,January
1893.0072494672002,Mexico,MEX,1967,10,3.95,9.2,0.69,0.8,24.64,46956000,1156995840,January-1967,January
1822.8935302435398,Mexico,MEX,1968,9.61,3.96,8.96,0.67,0.77,23.970000000000002,48432000,1160915040,January-1968,January
1791.40089881548,Mexico,MEX,1969,9.35,3.99,8.96,0.73,0.7,23.73,49945000,1185194850,January-1969,January
1697.93390796436,Mexico,MEX,1970,8.79,4.14,9.04,0.71,0.68,23.36,51494000,1202899840,January-1970,January
1620.8728374778602,Mexico,MEX,1971,8.29,4.27,9.21,0.72,0.72,23.209999999999997,53076000,1231893959.9999998,January-1971,January
1606.89432484098,Mexico,MEX,1972,7.97,4.37,10.13,0.87,0.74,24.08,54690000,1316935200,January-1972,January
1553.8229401702,Mexico,MEX,1973,7.61,4.68,11.02,0.84,0.64,24.79,56324000,1396271960,January-1973,January
1611.41613281544,Mexico,MEX,1974,7.92,4.94,12,0.81,0.66,26.33,57967000,1526271110,January-1974,January
1823.6327726273003,Mexico,MEX,1975,9.16,5.03,13.13,0.79,0.74,28.849999999999998,59608000,1719690799.9999998,January-1975,January
2028.5463316638202,Mexico,MEX,1976,10.35,5.23,14.29,0.77,0.76,31.4,61242000,1922998800,January-1976,January
2123.8079375445195,Mexico,MEX,1977,10.86,5.42,15.45,0.76,0.73,33.22,62870000,2088541400,January-1977,January
2047.7168242479202,Mexico,MEX,1978,10.35,5.69,16.16,0.75,0.64,33.59,64495000,2166387050,January-1978,January
1875.61315936832,Mexico,MEX,1979,9.22,6,16.98,0.76,0.62,33.58,66124000,2220443920,January-1979,January
2107.41607757314,Mexico,MEX,1980,10.57,6.33,17.78,0.76,0.63,36.07,67761000,2444139270,January-1980,January
2314.31308285888,Mexico,MEX,1981,11.73,6.75,18.17,0.81,0.83,38.290000000000006,69408000,2657632320.0000005,January-1981,January
2336.13240465858,Mexico,MEX,1982,11.84,6.9,18.6,0.8,0.83,38.97,71059000,2769169230,January-1982,January
2468.00812712678,Mexico,MEX,1983,12.64,6.99,19.85,0.73,0.8,41.01,72709000,2981796090,January-1983,January
2363.95612864414,Mexico,MEX,1984,12.09,7.26,19.06,0.69,0.77,39.87,74353000,2964454110,January-1984,January
2347.3014232234,Mexico,MEX,1985,12.01,8.04,16.63,0.78,0.87,38.32999999999999,75983000,2912428389.9999995,January-1985,January
2918.99538615946,Mexico,MEX,1986,15.69,9.34,12.1,0.83,0.83,38.79,77599000,3010065210,January-1986,January
2897.91786726734,Mexico,MEX,1987,15.7,9.14,11.31,0.76,0.86,37.769999999999996,79200000,2991383999.9999995,January-1987,January
2901.4049325408996,Mexico,MEX,1988,15.68,9.11,11.04,0.81,1.03,37.67,80789000,3043321630,January-1988,January
2653.61490269762,Mexico,MEX,1989,14.28,8.33,9.45,0.83,1.06,33.95,82369000,2796427550,January-1989,January
2543.9148266773,Mexico,MEX,1990,13.56,9.9,9.33,0.82,1.1,34.71,83943000,2913661530,January-1990,January
2832.47452768148,Mexico,MEX,1991,15.12,11.32,10.13,0.9,1.09,38.56,85513000,3297381280,January-1991,January
2920.1422770368804,Mexico,MEX,1992,15.54,11.94,10.28,0.97,1.1,39.83,87075000,3468197250,January-1992,January
2837.1706848986396,Mexico,MEX,1993,14.94,13.76,10.13,0.99,1.17,40.99,88625000,3632738750,January-1993,January
3042.9101825572598,Mexico,MEX,1994,16.11,14.61,10.9,0.99,1.19,43.8,90156000,3948832799.9999995,January-1994,January
2889.1867986524003,Mexico,MEX,1995,15.3,15.85,10.24,0.87,1,43.26,91663000,3965341380,January-1995,January
2754.1134922266,Mexico,MEX,1996,14.59,15.44,9.79,0.81,0.97,41.6,93147000,3874915200,January-1996,January
2901.44132304636,Mexico,MEX,1997,15.3,17.65,10.04,0.88,0.96,44.830000000000005,94611000,4241411130.0000005,January-1997,January
3121.21793308428,Mexico,MEX,1998,16.45,19.21,10.62,0.95,1.36,48.589999999999996,96056000,4667361040,January-1998,January
3194.7352618395,Mexico,MEX,1999,16.77,20.36,11.02,1,1.23,50.37999999999999,97485000,4911294299.999999,January-1999,January
3296.5018063419598,Mexico,MEX,2000,17.15,21.37,11.88,1.12,1.52,53.04,98900000,5245656000,January-2000,January
3345.96691765398,Mexico,MEX,2001,17.32,22.32,12.13,1.18,1.84,54.790000000000006,100298000,5495327420.000001,January-2001,January
3442.85735578008,Mexico,MEX,2002,17.84,23.55,12.34,1.19,1.58,56.5,101685000,5745202500,January-2002,January
3294.2637165232204,Mexico,MEX,2003,16.95,24.48,12.3,1.15,1.11,55.99,103081000,5771505190,January-2003,January
3238.66443880846,Mexico,MEX,2004,16.36,25.41,12.96,1.3,0.99,57.019999999999996,104515000,5959445300,January-2004,January
3247.94417149306,Mexico,MEX,2005,16.53,27.33,12.74,1.14,0.95,58.690000000000005,106005000,6221433450.000001,January-2005,January
3343.15752531558,Mexico,MEX,2006,17.14,27.75,12.75,1.1,0.88,59.620000000000005,107560000,6412727200.000001,January-2006,January
3364.98464159498,Mexico,MEX,2007,17.25,27.88,12.87,1.11,0.82,59.92999999999999,109171000,6542618029.999999,January-2007,January
3389.52079006106,Mexico,MEX,2008,17.36,28.33,13.38,1.1,0.75,60.92,110815000,6750849800,January-2008,January
3285.70594628788,Mexico,MEX,2009,16.75,28.43,14.5,1.01,0.72,61.41,112464000,6906414240,January-2009,January
3205.7619214769006,Mexico,MEX,2010,16.3,28.97,14.42,0.96,0.71,61.36,114093000,7000746480,January-2010,January
3154.83080204298,Mexico,MEX,2011,16.04,29.54,13.8,0.93,0.65,60.959999999999994,115695000,7052767199.999999,January-2011,January
3029.46449125626,Mexico,MEX,2012,15.25,29.85,14.66,0.89,0.61,61.260000000000005,117274000,7184205240.000001,January-2012,January
3050.7203295120403,Mexico,MEX,2013,15.33,30.12,15.23,0.89,0.65,62.220000000000006,118827000,7393415940.000001,January-2013,January
2913.0090874404596,Mexico,MEX,2014,14.53,30.35,14.8,0.87,0.61,61.160000000000004,120355000,7360911800,January-2014,January
2852.5507400884003,Mexico,MEX,2015,14.06,30.99,15.89,0.87,0.67,62.48,121858000,7613687840,January-2015,January
2856.3694456514004,Mexico,MEX,2016,14.05,31.75,16.25,0.85,0.65,63.55,123333000,7837812150,January-2016,January
2887.5758810780403,Mexico,MEX,2017,14.18,32.52,16.67,0.85,0.65,64.87,124777000,8094283990.000001,January-2017,January
468.27975870662,Myanmar,MMR,1961,2.66,0.91,1.11,0.08,0,4.760000000000001,22212000,105729120.00000001,January-1961,January
459.5997380014601,Myanmar,MMR,1962,2.62,0.93,1.07,0.07,0,4.69,22698000,106453620.00000001,January-1962,January
481.36882754778,Myanmar,MMR,1963,2.73,0.99,1.21,0.08,0,5.01,23198000,116221980,January-1963,January
510.28736178496,Myanmar,MMR,1964,2.89,0.98,1.3,0.09,0,5.26,23718000,124756680,January-1964,January
523.0835316627599,Myanmar,MMR,1965,2.94,1.08,1.32,0.11,0,5.45,24259000,132211550,January-1965,January
499.71842847526005,Myanmar,MMR,1966,2.77,1.33,1.57,0.11,0,5.78,24824000,143482720,January-1966,January
511.35562670404005,Myanmar,MMR,1967,2.8,1.52,1.9,0.12,0,6.340000000000001,25410000,161099400.00000003,January-1967,January
520.30870137344,Myanmar,MMR,1968,2.87,1.47,1.7,0.12,0,6.16,26015000,160252400,January-1968,January
519.68861234152,Myanmar,MMR,1969,2.86,1.56,2.08,0.1,0,6.6,26636000,175797600,January-1969,January
520.71743977878,Myanmar,MMR,1970,2.85,1.74,2.21,0.1,0,6.8999999999999995,27269000,188156100,January-1970,January
520.07368205298,Myanmar,MMR,1971,2.85,1.74,2.15,0.1,0,6.84,27914000,190931760,January-1971,January
515.7974799399001,Myanmar,MMR,1972,2.85,1.7,1.95,0.09,0,6.59,28570000,188276300,January-1972,January
515.5466605949599,Myanmar,MMR,1973,2.84,1.68,1.92,0.1,0,6.539999999999999,29238000,191216519.99999997,January-1973,January
501.2180021027,Myanmar,MMR,1974,2.78,1.5,1.79,0.09,0,6.159999999999999,29918000,184294879.99999997,January-1974,January
498.19881679424003,Myanmar,MMR,1975,2.75,1.57,1.92,0.09,0,6.33,30611000,193767630,January-1975,January
495.78957362084003,Myanmar,MMR,1976,2.72,1.62,2.12,0.09,0,6.55,31314000,205106700,January-1976,January
493.54951979386,Myanmar,MMR,1977,2.71,1.58,2.09,0.09,0,6.47,32027000,207214690,January-1977,January
497.82088772130004,Myanmar,MMR,1978,2.73,1.6,2.17,0.09,0,6.59,32749000,215815910,January-1978,January
507.98788908601995,Myanmar,MMR,1979,2.78,1.76,2.25,0.09,0,6.88,33481000,230349280,January-1979,January
512.10353301322,Myanmar,MMR,1980,2.8,1.91,2.23,0.09,0,7.029999999999999,34224000,240594719.99999997,January-1980,January
524.31621292274,Myanmar,MMR,1981,2.84,2.22,2.21,0.11,0,7.380000000000001,34976000,258122880.00000003,January-1981,January
530.9149712396201,Myanmar,MMR,1982,2.86,2.46,2.19,0.12,0,7.63,35734000,272650420,January-1982,January
531.40351021062,Myanmar,MMR,1983,2.85,2.56,2.15,0.13,0,7.69,36492000,280623480,January-1983,January
532.14045068096,Myanmar,MMR,1984,2.84,2.68,2.12,0.14,0,7.779999999999999,37242000,289742760,January-1984,January
536.00819835426,Myanmar,MMR,1985,2.85,2.78,2.09,0.15,0,7.87,37977000,298878990,January-1985,January
525.69806595718,Myanmar,MMR,1986,2.8,2.74,2.09,0.14,0,7.77,38698000,300683460,January-1986,January
526.8269343175,Myanmar,MMR,1987,2.8,2.9,2.09,0.14,0,7.929999999999999,39404000,312473719.99999994,January-1987,January
527.60010822418,Myanmar,MMR,1988,2.8,3.04,2.07,0.14,0,8.05,40086000,322692300,January-1988,January
462.7429453304401,Myanmar,MMR,1989,2.49,1.97,1.8,0.12,0,6.38,40731000,259863780,January-1989,January
306.5503153263,Myanmar,MMR,1990,1.53,1.85,1.27,0.16,0,4.8100000000000005,41335000,198821350.00000003,January-1990,January
305.48413256910004,Myanmar,MMR,1991,1.53,1.9,1.31,0.15,0,4.890000000000001,41890000,204842100.00000003,January-1991,January
307.75698999038,Myanmar,MMR,1992,1.52,2.04,1.41,0.16,0,5.13,42402000,217522260,January-1992,January
309.39435371354,Myanmar,MMR,1993,1.52,2.12,1.51,0.16,0,5.3100000000000005,42890000,227745900.00000003,January-1993,January
318.40111569265997,Myanmar,MMR,1994,1.52,2.18,2.31,0.16,0,6.17,43383000,267673110,January-1994,January
324.36477416414,Myanmar,MMR,1995,1.52,2.52,2.47,0.17,0,6.68,43902000,293265360,January-1995,January
344.13141962238006,Myanmar,MMR,1996,1.62,2.79,2.61,0.17,0,7.1899999999999995,44452000,319609880,January-1996,January
369.89868501932006,Myanmar,MMR,1997,1.76,3.01,2.56,0.18,0,7.51,45027000,338152770,January-1997,January
393.95510932954,Myanmar,MMR,1998,1.9,3.17,2.39,0.19,0,7.650000000000001,45611000,348924150.00000006,January-1998,January
370.03549607330007,Myanmar,MMR,1999,1.7,3.65,2.55,0.21,0,8.11,46181000,374527910,January-1999,January
418.42362516727997,Myanmar,MMR,2000,1.91,4.99,2.46,0.24,0,9.6,46720000,448512000,January-2000,January
439.15503956519996,Myanmar,MMR,2001,1.98,5.8,2.62,0.25,0,10.649999999999999,47225000,502946249.99999994,January-2001,January
479.54074326114005,Myanmar,MMR,2002,2.1,6.67,3.81,0.26,0,12.84,47702000,612493680,January-2002,January
561.4493390662001,Myanmar,MMR,2003,2.45,8.32,4.33,0.3,0.01,15.41,48149000,741976090,January-2003,January
584.10508701386,Myanmar,MMR,2004,2.37,10.15,5.08,0.38,0.01,17.990000000000002,48564000,873666360.0000001,January-2004,January
654.9409495584001,Myanmar,MMR,2005,2.58,12.1,6.34,0.43,0,21.45,48950000,1049977500,January-2005,January
738.9516683932801,Myanmar,MMR,2006,2.91,13.89,7.1,0.48,0,24.38,49301000,1201958380,January-2006,January
802.6351312845202,Myanmar,MMR,2007,3.14,15.41,7.84,0.52,0,26.91,49621000,1335301110,January-2007,January
864.2753319710001,Myanmar,MMR,2008,3.35,16.8,8.78,0.56,0,29.49,49930000,1472435700,January-2008,January
944.7108614732801,Myanmar,MMR,2009,3.47,19.26,10.07,0.72,0.01,33.529999999999994,50250000,1684882499.9999998,January-2009,January
1222.19442419312,Myanmar,MMR,2010,4.93,21.05,10.94,0.81,0.02,37.75000000000001,50601000,1910187750.0000005,January-2010,January
1264.0125439216602,Myanmar,MMR,2011,4.99,22.14,11.48,0.91,0.03,39.55,50991000,2016694049.9999998,January-2011,January
1263.3049509059801,Myanmar,MMR,2012,5.01,21.98,11.39,0.9,0.02,39.300000000000004,51414000,2020570200.0000002,January-2012,January
1248.37067921886,Myanmar,MMR,2013,4.94,21.87,11.31,0.89,0.02,39.03000000000001,51852000,2023783560.0000005,January-2013,January
1727.07462917594,Myanmar,MMR,2014,6.77,28.47,15.25,1.38,0,51.87,52281000,2711815470,January-2014,January
1877.4789772913,Myanmar,MMR,2015,7.31,30.5,15.91,1.6,0,55.32,52681000,2914312920,January-2015,January
2020.97443360216,Myanmar,MMR,2016,8.11,30.58,16,1.66,0,56.349999999999994,53045000,2989085749.9999995,January-2016,January
2141.04490056364,Myanmar,MMR,2017,8.53,30.37,17.48,1.86,0,58.239999999999995,53383000,3109025919.9999995,January-2017,January
1261.81433783678,Pakistan,PAK,1961,5.18,0.21,0,2.23,0.21,7.829999999999999,46065000,360688949.99999994,January-1961,January
1270.9133537312998,Pakistan,PAK,1962,5.19,0.22,0,2.27,0.21,7.89,47199000,372400110,January-1962,January
1266.81727448364,Pakistan,PAK,1963,5.12,0.22,0,2.31,0.2,7.8500000000000005,48387000,379837950,January-1963,January
1269.3724588821601,Pakistan,PAK,1964,5.09,0.23,0,2.35,0.2,7.87,49628000,390572360,January-1964,January
1265.4885476975,Pakistan,PAK,1965,5.01,0.23,0,2.4,0.19,7.830000000000001,50918000,398687940.00000006,January-1965,January
1269.6091356975,Pakistan,PAK,1966,4.99,0.23,0,2.44,0.19,7.8500000000000005,52260000,410241000,January-1966,January
1269.43064402936,Pakistan,PAK,1967,5,0.24,0,2.43,0.18,7.85,53656000,421199600,January-1967,January
1264.3106023443602,Pakistan,PAK,1968,4.98,0.24,0,2.42,0.18,7.82,55103000,430905460,January-1968,January
1262.2134304667002,Pakistan,PAK,1969,4.99,0.24,0,2.4,0.17,7.800000000000001,56598000,441464400.00000006,January-1969,January
1263.0989805963602,Pakistan,PAK,1970,4.95,0.24,0,2.44,0.18,7.8100000000000005,58142000,454089020,January-1970,January
1270.8789425927,Pakistan,PAK,1971,4.93,0.24,0,2.5,0.17,7.84,59734000,468314560,January-1971,January
1280.89769025718,Pakistan,PAK,1972,4.89,0.23,0,2.59,0.17,7.88,61382000,483690160,January-1972,January
1316.9035993495602,Pakistan,PAK,1973,4.94,0.25,0,2.74,0.16,8.09,63099000,510470910,January-1973,January
1333.56343252682,Pakistan,PAK,1974,4.87,0.3,0,2.89,0.17,8.23,64906000,534176380,January-1974,January
1341.82861203372,Pakistan,PAK,1975,4.75,0.33,0,3.04,0.16,8.280000000000001,66817000,553244760.0000001,January-1975,January
1360.2291389978,Pakistan,PAK,1976,4.68,0.37,0,3.2,0.16,8.41,68834000,578893940,January-1976,January
1380.86525014722,Pakistan,PAK,1977,4.59,0.41,0,3.39,0.15,8.540000000000001,70958000,605981320.0000001,January-1977,January
1391.1565420138197,Pakistan,PAK,1978,4.47,0.46,0,3.55,0.15,8.63,73197000,631690110,January-1978,January
1411.54630345994,Pakistan,PAK,1979,4.4,0.52,0,3.72,0.15,8.790000000000001,75561000,664181190.0000001,January-1979,January
1417.4437505714002,Pakistan,PAK,1980,4.75,0.58,0,3.44,0.14,8.91,78054000,695461140,January-1980,January
1428.81421803804,Pakistan,PAK,1981,4.76,0.65,0,3.49,0.14,9.040000000000001,80680000,729347200.0000001,January-1981,January
1438.4786786036002,Pakistan,PAK,1982,4.75,0.68,0,3.55,0.14,9.120000000000001,83432000,760899840.0000001,January-1982,January
1448.9892851939603,Pakistan,PAK,1983,4.75,0.86,0,3.6,0.14,9.350000000000001,86286000,806774100.0000001,January-1983,January
1484.78201573246,Pakistan,PAK,1984,4.83,0.94,0,3.72,0.13,9.620000000000001,89214000,858238680.0000001,January-1984,January
1524.58958786726,Pakistan,PAK,1985,4.92,1.09,0,3.85,0.13,9.99,92192000,920998080,January-1985,January
1617.5866040265203,Pakistan,PAK,1986,5.57,1.3,0,3.77,0.12,10.76,95215000,1024513400,January-1986,January
1658.2540370376003,Pakistan,PAK,1987,5.67,1.34,0,3.9,0.12,11.03,98286000,1084094580,January-1987,January
1699.98028938192,Pakistan,PAK,1988,5.76,1.5,0,4.04,0.12,11.42,101390000,1157873800,January-1988,January
1746.8270886566804,Pakistan,PAK,1989,5.86,1.63,0,4.2,0.12,11.81,104513000,1234298530,January-1989,January
1798.0305369793202,Pakistan,PAK,1990,6,1.45,0,4.36,0.12,11.93,107648000,1284240640,January-1990,January
1845.38543625864,Pakistan,PAK,1991,6.09,1.36,0,4.54,0.12,12.11,110779000,1341533690,January-1991,January
1906.0980165048802,Pakistan,PAK,1992,6.23,1.48,0,4.74,0.12,12.57,113911000,1431861270,January-1992,January
1972.92515018874,Pakistan,PAK,1993,6.38,2.24,0,4.94,0.11,13.670000000000002,117087000,1600579290.0000002,January-1993,January
2041.09977796462,Pakistan,PAK,1994,6.54,2.43,0,5.16,0.11,14.24,120363000,1713969120,January-1994,January
2106.7923018416996,Pakistan,PAK,1995,6.68,2.47,0,5.39,0.11,14.649999999999999,123777000,1813333049.9999998,January-1995,January
1536.7879157373002,Pakistan,PAK,1996,5.51,2.77,0,3.33,0.11,11.719999999999999,127349000,1492530279.9999998,January-1996,January
1634.3769120336203,Pakistan,PAK,1997,6.19,2.93,0,3.25,0.11,12.48,131057000,1635591360,January-1997,January
1623.4714200019803,Pakistan,PAK,1998,6.17,2.11,0,3.24,0.11,11.629999999999999,134843008,1568224183.04,January-1998,January
1624.3886255447403,Pakistan,PAK,1999,6.17,2.24,0,3.24,0.11,11.76,138624992,1630229905.92,January-1999,January
1617.91433783038,Pakistan,PAK,2000,6.15,2.31,0,3.22,0.11,11.790000000000001,142344000,1678235760.0000002,January-2000,January
1628.79042014394,Pakistan,PAK,2001,6.17,2.34,0,3.26,0.11,11.879999999999999,145978000,1734218639.9999998,January-2001,January
1637.81787127506,Pakistan,PAK,2002,6.2,2.4,0,3.28,0.11,11.989999999999998,149550000,1793104499.9999998,January-2002,January
1645.2799188047002,Pakistan,PAK,2003,6.22,2.47,0,3.3,0.11,12.099999999999998,153092992,1852425203.1999996,January-2003,January
1660.2157077337001,Pakistan,PAK,2004,6.3,2.47,0,3.31,0.11,12.19,156664992,1909746252.48,January-2004,January
1672.2333627681796,Pakistan,PAK,2005,6.34,2.46,0,3.34,0.11,12.25,160304000,1963724000,January-2005,January
1802.7137006623602,Pakistan,PAK,2006,8.11,3.22,0,2.45,0.12,13.9,164023008,2279919811.2000003,January-2006,January
1823.4735582652402,Pakistan,PAK,2007,8.24,3.41,0,2.44,0.12,14.209999999999999,167808000,2384551680,January-2007,January
1835.3027135083398,Pakistan,PAK,2008,8.28,3.63,0,2.46,0.13,14.500000000000002,171648992,2488910384.0000005,January-2008,January
1848.3771668943,Pakistan,PAK,2009,8.35,3.86,0,2.46,0.13,14.799999999999999,175526000,2597784800,January-2009,January
1862.8043505732996,Pakistan,PAK,2010,8.45,4.11,0,2.44,0.13,15.129999999999999,179424992,2714700128.96,January-2010,January
1885.69404595782,Pakistan,PAK,2011,8.59,4.37,0,2.43,0.13,15.520000000000001,183340000,2845436800.0000005,January-2011,January
1902.3926812089398,Pakistan,PAK,2012,8.69,4.68,0,2.42,0.13,15.92,187280000,2981497600,January-2012,January
1933.34405043444,Pakistan,PAK,2013,8.82,5.01,0,2.46,0.12,16.41,191260992,3138592878.72,January-2013,January
1802.9260662084398,Pakistan,PAK,2014,8.28,4.83,0,2.24,0.08,15.43,195304992,3013556026.56,January-2014,January
1815.21171823608,Pakistan,PAK,2015,8.33,5.15,0,2.25,0.08,15.81,199427008,3152940996.48,January-2015,January
1841.00886413628,Pakistan,PAK,2016,8.45,5.5,0,2.27,0.08,16.299999999999997,203631008,3319185430.3999996,January-2016,January
1876.904479616,Pakistan,PAK,2017,8.62,5.86,,2.3,0.08,16.86,207906000,3505295160,January-2017,January
525.73335255014,Philippines,PHL,1961,2.5,2.28,7.58,0.1,0.23,12.69,27161000,344673090,January-1961,January
618.53168304422,Philippines,PHL,1962,3.01,2.22,8.32,0.11,0.23,13.89,28077000,389989530,January-1962,January
605.1542111789399,Philippines,PHL,1963,2.89,2.42,8.42,0.13,0.25,14.110000000000001,29013000,409373430.00000006,January-1963,January
563.6567639694399,Philippines,PHL,1964,2.62,2.5,8.62,0.13,0.24,14.11,29959000,422721490,January-1964,January
613.1734988139,Philippines,PHL,1965,2.92,2.65,9.42,0.08,0.25,15.32,30910000,473541200,January-1965,January
676.8888002918801,Philippines,PHL,1966,3.23,2.84,9.99,0.11,0.25,16.42,31864000,523206880.00000006,January-1966,January
611.26849881552,Philippines,PHL,1967,2.81,2.74,10.33,0.11,0.29,16.28,32824000,534374720.00000006,January-1967,January
586.6326973488801,Philippines,PHL,1968,2.64,3.65,10.72,0.07,0.28,17.360000000000003,33795000,586681200.0000001,January-1968,January
582.2232027387801,Philippines,PHL,1969,2.59,3.2,11.04,0.09,0.23,17.15,34786000,596579900,January-1969,January
537.5718906968,Philippines,PHL,1970,2.33,2.68,10.32,0.14,0.24,15.71,35804000,562480840,January-1970,January
526.31886865512,Philippines,PHL,1971,2.32,2.85,10.18,0.09,0.22,15.66,36850000,577071000,January-1971,January
573.6063713732201,Philippines,PHL,1972,2.64,2.97,8.42,0.16,0.23,14.420000000000002,37923000,546849660.0000001,January-1972,January
703.2003452415601,Philippines,PHL,1973,3.32,3.09,9.19,0.21,0.23,16.04,39023000,625928920,January-1973,January
1056.56915712016,Philippines,PHL,1974,5.46,3.14,9.29,0.22,0.23,18.34,40144000,736240960,January-1974,January
685.64348356134,Philippines,PHL,1975,3.27,3.3,7.83,0.23,0.24,14.870000000000001,41286000,613922820,January-1975,January
583.47124329248,Philippines,PHL,1976,2.66,3.19,7.66,0.23,0.3,14.040000000000001,42447000,595955880,January-1976,January
604.2157571670999,Philippines,PHL,1977,2.86,3.09,6.62,0.23,0.27,13.07,43629000,570231030,January-1977,January
670.9995478000401,Philippines,PHL,1978,3.22,2.99,7.08,0.25,0.26,13.8,44838000,618764400,January-1978,January
643.95504027684,Philippines,PHL,1979,2.94,4.45,8.22,0.23,0.24,16.080000000000002,46080000,740966400.0000001,January-1979,January
641.57401815782,Philippines,PHL,1980,2.8,4.77,8.72,0.3,0.23,16.82,47358000,796561560,January-1980,January
560.14331629334,Philippines,PHL,1981,2.24,5.25,9.35,0.3,0.24,17.38,48673000,845936740,January-1981,January
498.27092108926,Philippines,PHL,1982,1.92,5.94,7.84,0.31,0.23,16.24,50024000,812389759.9999999,January-1982,January
486.22275966739994,Philippines,PHL,1983,1.78,5.51,8.79,0.33,0.23,16.639999999999997,51409000,855445759.9999999,January-1983,January
463.4474543791401,Philippines,PHL,1984,1.62,3.51,10.77,0.31,0.22,16.429999999999996,52827000,867947609.9999998,January-1984,January
435.10350787268004,Philippines,PHL,1985,1.64,3.51,7.31,0.34,0.21,13.01,54276000,706130760,January-1985,January
470.363907385,Philippines,PHL,1986,1.78,3.57,8.25,0.35,0.21,14.16,55755000,789490800,January-1986,January
509.08270103268,Philippines,PHL,1987,1.98,3.66,8.75,0.35,0.21,14.950000000000001,57264000,856096800.0000001,January-1987,January
540.61173410714,Philippines,PHL,1988,2.03,3.49,9.66,0.43,0.21,15.82,58795000,930136900,January-1988,January
613.2070271659401,Philippines,PHL,1989,2.38,3.67,10.63,0.45,0.2,17.33,60341000,1045709529.9999999,January-1989,January
597.91787695604,Philippines,PHL,1990,2.23,3.92,11.5,0.44,0.2,18.29,61895000,1132059550,January-1990,January
606.1088541092,Philippines,PHL,1991,2.19,4.54,13.32,0.39,0.22,20.66,63455000,1310980300,January-1991,January
622.57365135584,Philippines,PHL,1992,2.28,4.75,13.01,0.41,0.19,20.64,65020000,1342012800,January-1992,January
653.6975839834001,Philippines,PHL,1993,2.4,5.5,13.24,0.43,0.2,21.77,66594000,1449751380,January-1993,January
712.1027711368001,Philippines,PHL,1994,2.72,5.63,13.55,0.44,0.19,22.53,68181000,1536117930,January-1994,January
755.48995052768,Philippines,PHL,1995,2.94,6.07,13.95,0.44,0.19,23.590000000000003,69784000,1646204560.0000002,January-1995,January
829.6818247365201,Philippines,PHL,1996,3.33,6.74,14.65,0.43,0.19,25.34,71402000,1809326680,January-1996,January
917.7763314969,Philippines,PHL,1997,3.82,7.18,15.1,0.43,0.19,26.720000000000002,73031000,1951388320.0000002,January-1997,January
904.8188409420799,Philippines,PHL,1998,3.75,6.97,15.27,0.42,0.19,26.6,74672000,1986275200,January-1998,January
1042.43089630778,Philippines,PHL,1999,4.52,7.25,15.83,0.44,0.18,28.220000000000002,76326000,2153919720,January-1999,January
1088.90792667236,Philippines,PHL,2000,4.79,7.44,15.92,0.44,0.18,28.77,77992000,2243829840,January-2000,January
1045.5888334958,Philippines,PHL,2001,4.49,7.91,16.32,0.43,0.18,29.33,79673000,2336809090,January-2001,January
1068.39718176406,Philippines,PHL,2002,4.59,8.27,16.86,0.42,0.17,30.310000000000002,81365000,2466173150,January-2002,January
1061.6611648945,Philippines,PHL,2003,4.51,8.31,17.25,0.43,0.18,30.68,83052000,2548035360,January-2003,January
1094.50856214876,Philippines,PHL,2004,4.79,8.42,16.49,0.4,0.17,30.27,84711000,2564201970,January-2004,January
1021.0535437374,Philippines,PHL,2005,4.31,8.14,16.63,0.43,0.17,29.68,86326000,2562155680,January-2005,January
1038.44135032814,Philippines,PHL,2006,4.22,8.23,18.01,0.52,0.18,31.16,87889000,2738621240,January-2006,January
1143.10496283822,Philippines,PHL,2007,4.75,9.19,18.36,0.56,0.19,33.05,89405000,2954835249.9999995,January-2007,January
1158.4187122893002,Philippines,PHL,2008,4.78,9.83,18.22,0.6,0.19,33.62,90902000,3056125240,January-2008,January
1096.35530489456,Philippines,PHL,2009,4.39,9.98,18.28,0.6,0.2,33.45000000000001,92414000,3091248300.000001,January-2009,January
1132.42407818514,Philippines,PHL,2010,4.57,10.65,18.46,0.6,0.19,34.47,93967000,3239042490,January-2010,January
